id,show title,show year,imdb rating,real rating,prime,netflix,disney,hulu
807,The American Barbecue Showdown,2020,7.2,50,FALSE,TRUE,FALSE,FALSE
808,Fariña,2018,8,50,FALSE,TRUE,FALSE,FALSE
809,Terrace House: Aloha State,2016,7.5,50,FALSE,TRUE,FALSE,FALSE
810,Examination of Conscience,2019,8,49,FALSE,TRUE,FALSE,FALSE
811,Pop Team Epic,2018,6.8,49,FALSE,TRUE,FALSE,FALSE
812,Diablero,2018,6.7,49,FALSE,TRUE,FALSE,FALSE
813,My Perfect Landing,2020,7.1,49,FALSE,TRUE,FALSE,FALSE
814,The Prince of Tennis,2019,7.8,49,FALSE,TRUE,FALSE,FALSE
815,Spirit: Riding Free,2017,6.6,49,FALSE,TRUE,FALSE,FALSE
816,44 Cats,2018,6.3,49,FALSE,TRUE,FALSE,FALSE
817,Fastest Car,2018,7.1,49,FALSE,TRUE,FALSE,FALSE
818,The Netflix Afterparty,2021,3.8,49,FALSE,TRUE,FALSE,FALSE
819,Netflix Presents: The Characters,2016,5.3,49,FALSE,TRUE,FALSE,FALSE
820,The Epic Tales of Captain Underpants,2018,6.7,49,FALSE,TRUE,FALSE,FALSE
821,Love Daily,2018,6.3,49,FALSE,TRUE,FALSE,FALSE
822,Tiffany Haddish Presents: They Ready,2019,6.2,49,FALSE,TRUE,FALSE,FALSE
823,Unstoppable,2020,7.3,49,FALSE,TRUE,FALSE,FALSE
824,FIGHTWORLD,2018,7.7,49,FALSE,TRUE,FALSE,FALSE
825,Loaded,2017,6.6,49,FALSE,TRUE,FALSE,FALSE
826,Warrior,2018,6.7,49,FALSE,TRUE,FALSE,FALSE
827,The Club,2019,6.3,49,FALSE,TRUE,FALSE,FALSE
828,72 Dangerous Animals: Asia,2018,6.6,49,FALSE,TRUE,FALSE,FALSE
829,Gameboys,2020,<span,49,FALSE,TRUE,FALSE,FALSE
830,Hibana: Spark,2016,8.1,49,FALSE,TRUE,FALSE,FALSE
831,Captive,2016,7,49,FALSE,TRUE,FALSE,FALSE
832,Abla Fahita: Drama Queen,2021,6.9,49,FALSE,TRUE,FALSE,FALSE
833,Live Up To Your Name,2017,7.8,49,FALSE,TRUE,FALSE,FALSE
834,Dancing Queen,2018,7,49,FALSE,TRUE,FALSE,FALSE
835,AMO,2018,6.5,49,FALSE,TRUE,FALSE,FALSE
836,Numberblocks,2017,8.7,49,FALSE,TRUE,FALSE,FALSE
837,Ice Fantasy,2016,7.1,49,FALSE,TRUE,FALSE,FALSE
838,Mortel,2019,6.6,49,FALSE,TRUE,FALSE,FALSE
839,Brainchild,2018,8.1,49,FALSE,TRUE,FALSE,FALSE
840,Cannabis,2016,6.9,49,FALSE,TRUE,FALSE,FALSE
841,Monzón: A Knockout Blow,2019,7.9,49,FALSE,TRUE,FALSE,FALSE
842,Meet the Drug Lords: Inside the Real Narcos,2018,7.6,49,FALSE,TRUE,FALSE,FALSE
843,Hyori's Bed and Breakfast,2017,8.7,49,FALSE,TRUE,FALSE,FALSE
844,72 Dangerous Animals: Latin America,2017,6.7,49,FALSE,TRUE,FALSE,FALSE
845,The Piano Forest,2018,7.1,49,FALSE,TRUE,FALSE,FALSE
846,The Healing Powers of Dude,2020,6.6,49,FALSE,TRUE,FALSE,FALSE
847,The Break with Michelle Wolf,2018,5.2,49,FALSE,TRUE,FALSE,FALSE
848,Cooked With Cannabis,2020,6.7,49,FALSE,TRUE,FALSE,FALSE
849,1994,2019,7.6,49,FALSE,TRUE,FALSE,FALSE
850,World of Winx,2016,6.7,49,FALSE,TRUE,FALSE,FALSE
851,Tientsin Mystic,2017,7.4,49,FALSE,TRUE,FALSE,FALSE
852,Twogether,2020,8.6,49,FALSE,TRUE,FALSE,FALSE
853,Go Dog Go,2021,8.3,49,FALSE,TRUE,FALSE,FALSE
854,My Secret Romance,2017,7.2,49,FALSE,TRUE,FALSE,FALSE
855,Victim Number 8,2018,7,49,FALSE,TRUE,FALSE,FALSE
856,A.I.C.O. -Incarnation-,2018,6.4,49,FALSE,TRUE,FALSE,FALSE
857,Grand Hotel,2016,8.2,49,FALSE,TRUE,FALSE,FALSE
858,Brews Brothers,2020,5.1,49,FALSE,TRUE,FALSE,FALSE
859,Christiane Amanpour: Sex &amp; Love Around the World,2018,7.4,49,FALSE,TRUE,FALSE,FALSE
860,Chef's Table: BBQ,2020,7.8,48,FALSE,TRUE,FALSE,FALSE
861,Million Pound Menu,2018,6.6,48,FALSE,TRUE,FALSE,FALSE
862,Khaani,2017,8,48,FALSE,TRUE,FALSE,FALSE
863,Chief of Staff,2019,7.9,48,FALSE,TRUE,FALSE,FALSE
864,Ending So Gently,2017,6.5,48,FALSE,TRUE,FALSE,FALSE
865,Fallet,2017,6.8,48,FALSE,TRUE,FALSE,FALSE
866,Once Upon a Time in Lingjian Mountain,2019,7.6,48,FALSE,TRUE,FALSE,FALSE
867,Women of the Night,2019,6.1,48,FALSE,TRUE,FALSE,FALSE
868,A Love So Beautiful (KR),2020,7.2,48,FALSE,TRUE,FALSE,FALSE
869,SWORD GAI: The Animation,2018,5.9,48,FALSE,TRUE,FALSE,FALSE
870,Beyblade Burst,2016,6.4,48,FALSE,TRUE,FALSE,FALSE
871,The Unlisted,2019,6.6,48,FALSE,TRUE,FALSE,FALSE
872,Mismatched,2020,5.4,48,FALSE,TRUE,FALSE,FALSE
873,The Who Was? Show,2018,6.7,48,FALSE,TRUE,FALSE,FALSE
874,My Shy Boss,2017,7.3,48,FALSE,TRUE,FALSE,FALSE
875,The Chosen One,2019,5.7,48,FALSE,TRUE,FALSE,FALSE
876,Bumping Mics with Jeff Ross &amp; Dave Attell,2018,7.8,48,FALSE,TRUE,FALSE,FALSE
877,The Neighbor,2019,6.5,48,FALSE,TRUE,FALSE,FALSE
878,Haunted,2018,4.6,48,FALSE,TRUE,FALSE,FALSE
879,Shadow,2019,6.7,48,FALSE,TRUE,FALSE,FALSE
880,Pup Academy,2019,6.5,48,FALSE,TRUE,FALSE,FALSE
881,Brown Nation,2016,7,48,FALSE,TRUE,FALSE,FALSE
882,Cricket Fever: Mumbai Indians,2019,7.3,48,FALSE,TRUE,FALSE,FALSE
883,Brotherhood,2019,7.5,48,FALSE,TRUE,FALSE,FALSE
884,Signs,2018,6.2,48,FALSE,TRUE,FALSE,FALSE
885,The Stranded,2019,6.3,48,FALSE,TRUE,FALSE,FALSE
886,Babies,2020,7,48,FALSE,TRUE,FALSE,FALSE
887,Sugar Rush Christmas,2019,6.9,48,FALSE,TRUE,FALSE,FALSE
888,The Big Family Cooking Showdown,2017,7,48,FALSE,TRUE,FALSE,FALSE
889,Kings of Jo'Burg,2020,4.9,48,FALSE,TRUE,FALSE,FALSE
890,Bolívar: Una lucha admirable,2019,7.5,48,FALSE,TRUE,FALSE,FALSE
891,Anjaan: Special Crimes Unit,2018,7.1,48,FALSE,TRUE,FALSE,FALSE
892,The Story of Us with Morgan Freeman,2017,7.5,48,FALSE,TRUE,FALSE,FALSE
893,Lunatics,2019,6.6,48,FALSE,TRUE,FALSE,FALSE
894,Life,2018,7.6,48,FALSE,TRUE,FALSE,FALSE
895,Twice Upon a Time,2019,6.2,48,FALSE,TRUE,FALSE,FALSE
896,100% Hotter,2016,4.4,48,FALSE,TRUE,FALSE,FALSE
897,Homemade,2020,6,48,FALSE,TRUE,FALSE,FALSE
898,The Kirlian Frequency,2019,7.6,48,FALSE,TRUE,FALSE,FALSE
899,Best Leftovers Ever!,2020,5.6,48,FALSE,TRUE,FALSE,FALSE
900,Flavorful Origins,2019,7.7,48,FALSE,TRUE,FALSE,FALSE
901,Archibald's Next Big Thing,2019,7.9,48,FALSE,TRUE,FALSE,FALSE
902,Julie's Greenroom,2017,8.5,48,FALSE,TRUE,FALSE,FALSE
903,Taj Mahal 1989,2020,7.5,48,FALSE,TRUE,FALSE,FALSE
904,On Children,2018,7.4,48,FALSE,TRUE,FALSE,FALSE
905,Awake: The Million Dollar Game,2019,6,48,FALSE,TRUE,FALSE,FALSE
906,Followers,2020,6.3,48,FALSE,TRUE,FALSE,FALSE
907,Killer Women with Piers Morgan,2016,6.5,47,FALSE,TRUE,FALSE,FALSE
908,The Fix,2018,7.1,47,FALSE,TRUE,FALSE,FALSE
909,Home Game,2020,7.1,47,FALSE,TRUE,FALSE,FALSE
910,Barbie Dreamhouse Adventures,2018,6.8,47,FALSE,TRUE,FALSE,FALSE
911,The Deep,2016,7.9,47,FALSE,TRUE,FALSE,FALSE
912,Revolutionary Love,2017,7,47,FALSE,TRUE,FALSE,FALSE
913,Aussie Gold Hunters,2016,7.1,47,FALSE,TRUE,FALSE,FALSE
914,Was It Love,2020,7.2,47,FALSE,TRUE,FALSE,FALSE
915,Toon,2016,7.6,47,FALSE,TRUE,FALSE,FALSE
916,TVF Inmates,2017,6.6,47,FALSE,TRUE,FALSE,FALSE
917,Say I Do,2020,7.8,47,FALSE,TRUE,FALSE,FALSE
918,"Whose Vote Counts, Explained",2020,7.3,47,FALSE,TRUE,FALSE,FALSE
919,Familiar Wife,2018,7.5,47,FALSE,TRUE,FALSE,FALSE
920,Can You Hear Me?,2019,7.5,47,FALSE,TRUE,FALSE,FALSE
921,The Legend of White Snake,2019,7.6,47,FALSE,TRUE,FALSE,FALSE
922,Nadiya's Time to Eat,2019,7.4,47,FALSE,TRUE,FALSE,FALSE
923,Prank Encounters,2019,5.1,47,FALSE,TRUE,FALSE,FALSE
924,The Good Detective,2020,7.5,47,FALSE,TRUE,FALSE,FALSE
925,Mystery Lab,2020,7.6,47,FALSE,TRUE,FALSE,FALSE
926,Skylanders Academy,2016,6.6,47,FALSE,TRUE,FALSE,FALSE
927,The Hockey Girls,2019,7,47,FALSE,TRUE,FALSE,FALSE
928,This Evening,2017,8.3,47,FALSE,TRUE,FALSE,FALSE
929,Buddy Thunderstruck,2017,7.7,47,FALSE,TRUE,FALSE,FALSE
930,El Chema,2016,6.8,47,FALSE,TRUE,FALSE,FALSE
931,Hotel Transylvania,2017,5.4,47,FALSE,TRUE,FALSE,FALSE
932,El Final del Paraíso,2019,5.3,47,FALSE,TRUE,FALSE,FALSE
933,Masaba Masaba,2020,6.7,47,FALSE,TRUE,FALSE,FALSE
934,"Can't Cope, Won't Cope",2016,7.3,47,FALSE,TRUE,FALSE,FALSE
935,13 Reasons Why: Beyond the Reasons,2017,6.5,47,FALSE,TRUE,FALSE,FALSE
936,Trash Truck,2020,8.5,47,FALSE,TRUE,FALSE,FALSE
937,Drug Squad: Costa del Sol,2019,6.8,47,FALSE,TRUE,FALSE,FALSE
938,Transformers: Cyberverse,2018,6.9,47,FALSE,TRUE,FALSE,FALSE
939,Find Yourself,2020,7.8,47,FALSE,TRUE,FALSE,FALSE
940,Shine On with Reese,2018,7.7,47,FALSE,TRUE,FALSE,FALSE
941,Los Briceño,2019,8,47,FALSE,TRUE,FALSE,FALSE
942,45 RPM,2019,7.3,47,FALSE,TRUE,FALSE,FALSE
943,Social Distance,2020,5.6,47,FALSE,TRUE,FALSE,FALSE
944,Interior Design Masters,2019,6.5,47,FALSE,TRUE,FALSE,FALSE
945,The Guest,2018,8.2,47,FALSE,TRUE,FALSE,FALSE
946,Whispers,2020,5.6,47,FALSE,TRUE,FALSE,FALSE
947,Over Christmas,2020,6.7,47,FALSE,TRUE,FALSE,FALSE
948,Word Party,2016,6,47,FALSE,TRUE,FALSE,FALSE
949,Kevin Hart: Don't F**k This Up,2019,6.5,47,FALSE,TRUE,FALSE,FALSE
950,Back to 1989,2016,8.5,47,FALSE,TRUE,FALSE,FALSE
951,Mob Psycho 100,2018,5.2,47,FALSE,TRUE,FALSE,FALSE
952,Grizzy &amp; the Lemmings,2016,6.9,47,FALSE,TRUE,FALSE,FALSE
953,Kuromukuro,2016,7.2,47,FALSE,TRUE,FALSE,FALSE
954,Amazing Interiors,2018,6.7,47,FALSE,TRUE,FALSE,FALSE
955,LEGO City Adventures,2019,6.8,47,FALSE,TRUE,FALSE,FALSE
956,Age of Tanks,2019,7.3,47,FALSE,TRUE,FALSE,FALSE
957,Peasants Rebellion,2018,8.4,47,FALSE,TRUE,FALSE,FALSE
958,The Circle Brazil,2020,6.8,47,FALSE,TRUE,FALSE,FALSE
959,The Idhun Chronicles,2020,5.4,47,FALSE,TRUE,FALSE,FALSE
960,Dear My Friends,2016,8.3,46,FALSE,TRUE,FALSE,FALSE
961,The Comedy Lineup,2018,5.9,46,FALSE,TRUE,FALSE,FALSE
962,Afflicted,2018,5,46,FALSE,TRUE,FALSE,FALSE
963,Granblue Fantasy: The Animation,2017,6.4,46,FALSE,TRUE,FALSE,FALSE
964,Refresh Man,2016,7.7,46,FALSE,TRUE,FALSE,FALSE
965,72 Cutest Animals,2016,5.8,46,FALSE,TRUE,FALSE,FALSE
966,College Behind Bars,2019,8.4,46,FALSE,TRUE,FALSE,FALSE
967,Historical Roasts,2019,5.3,46,FALSE,TRUE,FALSE,FALSE
968,The Rap Game,2016,5.5,46,FALSE,TRUE,FALSE,FALSE
969,Astronomy Club: The Sketch Show,2019,7.2,46,FALSE,TRUE,FALSE,FALSE
970,The Investigator: A British Crime Story,2016,5.7,46,FALSE,TRUE,FALSE,FALSE
971,All For Love,2020,6.8,46,FALSE,TRUE,FALSE,FALSE
972,Larry Charles' Dangerous World of Comedy,2019,7.3,46,FALSE,TRUE,FALSE,FALSE
973,Summertime,2020,6.9,46,FALSE,TRUE,FALSE,FALSE
974,Standup and Away! with Brian Regan,2018,5.8,46,FALSE,TRUE,FALSE,FALSE
975,Deaf U,2020,6.4,46,FALSE,TRUE,FALSE,FALSE
976,Hero Mask,2018,6.2,46,FALSE,TRUE,FALSE,FALSE
977,Restaurants on the Edge,2020,6.8,46,FALSE,TRUE,FALSE,FALSE
978,The Ghost Bride,2020,5.9,46,FALSE,TRUE,FALSE,FALSE
979,Triad Princess,2019,7,46,FALSE,TRUE,FALSE,FALSE
980,Oyunbozan,2019,6.9,46,FALSE,TRUE,FALSE,FALSE
981,Ingress: The Animation,2018,6.6,46,FALSE,TRUE,FALSE,FALSE
982,True and the Rainbow Kingdom,2017,7.2,46,FALSE,TRUE,FALSE,FALSE
983,Maradona in Mexico,2019,7.2,46,FALSE,TRUE,FALSE,FALSE
984,Alien TV,2020,5.8,46,FALSE,TRUE,FALSE,FALSE
985,Beat Bugs,2016,7.7,46,FALSE,TRUE,FALSE,FALSE
986,Yankee,2019,6,46,FALSE,TRUE,FALSE,FALSE
987,Final Fantasy XIV: Dad of Light,2017,7.3,46,FALSE,TRUE,FALSE,FALSE
988,The Mortified Guide,2018,7.9,46,FALSE,TRUE,FALSE,FALSE
989,The Magic School Bus Rides Again,2017,6.2,46,FALSE,TRUE,FALSE,FALSE
990,The Lies Within,2019,6.9,46,FALSE,TRUE,FALSE,FALSE
991,Bakugan: Battle Planet,2018,5.4,46,FALSE,TRUE,FALSE,FALSE
992,Izzy's Koala World,2020,8.2,46,FALSE,TRUE,FALSE,FALSE
993,Trolls: The Beat Goes On!,2018,5.8,46,FALSE,TRUE,FALSE,FALSE
994,Secreto bien guardado,2019,4.8,46,FALSE,TRUE,FALSE,FALSE
995,Bill Nye Saves the World,2017,3.6,46,FALSE,TRUE,FALSE,FALSE
996,All About the Washingtons,2018,4.4,46,FALSE,TRUE,FALSE,FALSE
997,Connected,2020,<span,46,FALSE,TRUE,FALSE,FALSE
998,Hasmukh,2020,5.3,46,FALSE,TRUE,FALSE,FALSE
999,Levius,2019,7,46,FALSE,TRUE,FALSE,FALSE
1000,I AM A KILLER: RELEASED,2020,5.2,46,FALSE,TRUE,FALSE,FALSE
1001,21 Thunder,2017,6.2,45,FALSE,TRUE,FALSE,FALSE
1002,Legend Quest,2017,7.4,45,FALSE,TRUE,FALSE,FALSE
1003,Smoking,2018,7.6,45,FALSE,TRUE,FALSE,FALSE
1004,Mythomanic,2019,6.8,45,FALSE,TRUE,FALSE,FALSE
1005,Almost Happy,2020,6.8,45,FALSE,TRUE,FALSE,FALSE
1006,The School Nurse Files,2020,6.5,45,FALSE,TRUE,FALSE,FALSE
1007,We Speak Dance,2018,7.5,45,FALSE,TRUE,FALSE,FALSE
1008,Shaun the Sheep: Adventures from Mossy Bottom,2020,8.1,45,FALSE,TRUE,FALSE,FALSE
1009,Dragon Pilot: Hisone and Masotan,2018,6.9,45,FALSE,TRUE,FALSE,FALSE
1010,The Casketeers,2018,7.4,45,FALSE,TRUE,FALSE,FALSE
1011,Coach Snoop,2016,6.9,45,FALSE,TRUE,FALSE,FALSE
1012,Children of Adam,2020,8.2,45,FALSE,TRUE,FALSE,FALSE
1013,Her Mother's Killer,2020,7.6,45,FALSE,TRUE,FALSE,FALSE
1014,Anitta: Made in Honório,2020,6.8,45,FALSE,TRUE,FALSE,FALSE
1015,Black Hollywood: 'They've Gotta Have Us',2018,7.6,45,FALSE,TRUE,FALSE,FALSE
1016,Polly Pocket,2018,6.7,45,FALSE,TRUE,FALSE,FALSE
1017,Silvana Sin Lana,2016,7.4,45,FALSE,TRUE,FALSE,FALSE
1018,The Devil Punisher,2020,6.5,45,FALSE,TRUE,FALSE,FALSE
1019,My Only Love Song,2017,6.8,45,FALSE,TRUE,FALSE,FALSE
1020,The Forest of Love: Deep Cut,2020,6.9,45,FALSE,TRUE,FALSE,FALSE
1021,Emily's Wonder Lab,2020,8.8,45,FALSE,TRUE,FALSE,FALSE
1022,One More Time,2016,6.9,45,FALSE,TRUE,FALSE,FALSE
1023,Fary: Hexagone,2020,6.4,45,FALSE,TRUE,FALSE,FALSE
1024,Drifting Dragons,2020,6.1,45,FALSE,TRUE,FALSE,FALSE
1025,Inside the Criminal Mind,2018,5.4,45,FALSE,TRUE,FALSE,FALSE
1026,First and Last,2018,6.8,45,FALSE,TRUE,FALSE,FALSE
1027,Re:Mind,2017,5,45,FALSE,TRUE,FALSE,FALSE
1028,Sintonia,2019,6.7,45,FALSE,TRUE,FALSE,FALSE
1029,Strongest Deliveryman,2017,7.3,45,FALSE,TRUE,FALSE,FALSE
1030,My Sassy Girl,2017,6.9,45,FALSE,TRUE,FALSE,FALSE
1031,Heavy Rescue: 401,2017,7,45,FALSE,TRUE,FALSE,FALSE
1032,My Little Pony: Equestria Girls,2017,6.4,45,FALSE,TRUE,FALSE,FALSE
1033,Cheer Squad,2016,7.4,45,FALSE,TRUE,FALSE,FALSE
1034,Ellen DeGeneres: Relatable,2018,6.5,45,FALSE,TRUE,FALSE,FALSE
1035,Engineering Girls,2019,7,45,FALSE,TRUE,FALSE,FALSE
1036,Dollar,2019,6.8,44,FALSE,TRUE,FALSE,FALSE
1037,Apache: La vida de Carlos Tevez,2019,7.9,44,FALSE,TRUE,FALSE,FALSE
1038,Go! Go! Cory Carson,2020,8.3,44,FALSE,TRUE,FALSE,FALSE
1039,Voices of Fire,2020,6.9,44,FALSE,TRUE,FALSE,FALSE
1040,How to Ruin Christmas: The Wedding,2020,6,44,FALSE,TRUE,FALSE,FALSE
1041,Zak Storm,2016,6.5,44,FALSE,TRUE,FALSE,FALSE
1042,The Queen and the Conqueror,2020,6.4,44,FALSE,TRUE,FALSE,FALSE
1043,Hello Ninja,2019,6.7,44,FALSE,TRUE,FALSE,FALSE
1044,Malibu Rescue: The Series,2019,5.3,44,FALSE,TRUE,FALSE,FALSE
1045,Basketball or Nothing,2019,7.5,44,FALSE,TRUE,FALSE,FALSE
1046,HaMossad: Sipur Kisuy,2017,7.5,44,FALSE,TRUE,FALSE,FALSE
1047,Get Organized with The Home Edit,2020,4.5,44,FALSE,TRUE,FALSE,FALSE
1048,Back Street Girls: Goku Dolls,2018,6.7,44,FALSE,TRUE,FALSE,FALSE
1049,LEGO Friends: Girls on a Mission,2018,7.5,44,FALSE,TRUE,FALSE,FALSE
1050,Super Drags,2018,5.5,44,FALSE,TRUE,FALSE,FALSE
1051,Super Monsters,2017,6.6,44,FALSE,TRUE,FALSE,FALSE
1052,Back with the Ex,2019,6.3,44,FALSE,TRUE,FALSE,FALSE
1053,The Last Word,2020,7,44,FALSE,TRUE,FALSE,FALSE
1054,The Alcàsser Murders,2019,7.1,44,FALSE,TRUE,FALSE,FALSE
1055,Nailed It! Mexico,2019,6.1,44,FALSE,TRUE,FALSE,FALSE
1056,Gigantosaurus,2019,7.2,44,FALSE,TRUE,FALSE,FALSE
1057,Castle and Castle,2018,8.7,44,FALSE,TRUE,FALSE,FALSE
1058,ReBoot: The Guardian Code,2018,3.7,44,FALSE,TRUE,FALSE,FALSE
1059,Samantha!,2018,6.6,44,FALSE,TRUE,FALSE,FALSE
1060,Motown Magic,2018,7.9,44,FALSE,TRUE,FALSE,FALSE
1061,Holiday Secrets,2019,6.5,44,FALSE,TRUE,FALSE,FALSE
1062,Prince of Peoria,2018,5.8,44,FALSE,TRUE,FALSE,FALSE
1063,A Taiwanese Tale of Two Cities,2018,6.7,44,FALSE,TRUE,FALSE,FALSE
1064,The Search,2020,5.5,44,FALSE,TRUE,FALSE,FALSE
1065,Gabby's Dollhouse,2021,7.1,44,FALSE,TRUE,FALSE,FALSE
1066,Unrequited Love,2019,7.3,44,FALSE,TRUE,FALSE,FALSE
1067,Storage Wars: Northern Treasures,2017,5.6,44,FALSE,TRUE,FALSE,FALSE
1068,Criminal: Germany,2019,<span,44,FALSE,TRUE,FALSE,FALSE
1069,Cagaster of an Insect Cage,2020,6.2,44,FALSE,TRUE,FALSE,FALSE
1070,Lost Song,2018,7.2,44,FALSE,TRUE,FALSE,FALSE
1071,Twelve Forever,2019,6.7,44,FALSE,TRUE,FALSE,FALSE
1072,Death by Magic,2018,6.1,44,FALSE,TRUE,FALSE,FALSE
1073,Larva Island,2018,6.5,43,FALSE,TRUE,FALSE,FALSE
1074,The Beginning of Life: The Series,2016,7.6,43,FALSE,TRUE,FALSE,FALSE
1075,Goedam,2020,5.7,43,FALSE,TRUE,FALSE,FALSE
1076,Nightmare Teacher,2016,7.2,43,FALSE,TRUE,FALSE,FALSE
1077,VeggieTales in the City,2017,6.1,43,FALSE,TRUE,FALSE,FALSE
1078,Llama Llama,2018,6.5,43,FALSE,TRUE,FALSE,FALSE
1079,Charlie's Colorforms City,2019,7.2,43,FALSE,TRUE,FALSE,FALSE
1080,White Nights,2016,7,43,FALSE,TRUE,FALSE,FALSE
1081,Fate/Extra Last Encore,2018,5.4,43,FALSE,TRUE,FALSE,FALSE
1082,Robot Trains,2017,6,43,FALSE,TRUE,FALSE,FALSE
1083,Hidden Worlds,2018,7,43,FALSE,TRUE,FALSE,FALSE
1084,Graceful Friends,2020,6.5,43,FALSE,TRUE,FALSE,FALSE
1085,Cabins in the Wild with Dick Strawbridge,2017,6.8,43,FALSE,TRUE,FALSE,FALSE
1086,The Witcher: A Look Inside the Episodes,2020,7.1,43,FALSE,TRUE,FALSE,FALSE
1087,Yanxi Palace: Princess Adventures,2019,5.9,43,FALSE,TRUE,FALSE,FALSE
1088,The Many Faces of Ito,2017,6.7,43,FALSE,TRUE,FALSE,FALSE
1089,Here to Heart,2018,7.6,43,FALSE,TRUE,FALSE,FALSE
1090,StarBeam,2020,6.7,43,FALSE,TRUE,FALSE,FALSE
1091,Age of Rebellion,2018,8.7,43,FALSE,TRUE,FALSE,FALSE
1092,"Nisman: El fiscal, la presidenta y el espía",2020,7.7,43,FALSE,TRUE,FALSE,FALSE
1093,Love and Fortune,2018,7.4,43,FALSE,TRUE,FALSE,FALSE
1094,Sing On!,2020,6.4,43,FALSE,TRUE,FALSE,FALSE
1095,A Year In Space,2016,7.4,43,FALSE,TRUE,FALSE,FALSE
1096,La Ley secreta,2018,7.3,43,FALSE,TRUE,FALSE,FALSE
1097,Battlefield Recovery,2016,6.5,43,FALSE,TRUE,FALSE,FALSE
1098,Cupcake &amp; Dino - General Services,2018,7.6,43,FALSE,TRUE,FALSE,FALSE
1099,Dragons: Rescue Riders,2019,5.9,43,FALSE,TRUE,FALSE,FALSE
1100,Korean Pork Belly Rhapsody,2020,<span,43,FALSE,TRUE,FALSE,FALSE
1101,The Chefs Line,2017,7,43,FALSE,TRUE,FALSE,FALSE
1102,The Liar and His Lover,2017,6.9,43,FALSE,TRUE,FALSE,FALSE
1103,Fearless,2016,7.2,43,FALSE,TRUE,FALSE,FALSE
1104,Juman,2019,6.2,43,FALSE,TRUE,FALSE,FALSE
1105,Country Ever After,2020,6.3,42,FALSE,TRUE,FALSE,FALSE
1106,Transformers: Rescue Bots Academy,2019,7,42,FALSE,TRUE,FALSE,FALSE
1107,Flowering Heart,2018,<span,42,FALSE,TRUE,FALSE,FALSE
1108,Nurses Who Kill,2016,5.8,42,FALSE,TRUE,FALSE,FALSE
1109,All Hail King Julien: Exiled,2017,7.6,42,FALSE,TRUE,FALSE,FALSE
1110,A Boy Named Flora A,2017,7.8,42,FALSE,TRUE,FALSE,FALSE
1111,Kong: King of the Apes,2016,5.8,42,FALSE,TRUE,FALSE,FALSE
1112,Southern Survival,2020,5.7,42,FALSE,TRUE,FALSE,FALSE
1113,Ask the Doctor,2017,6.6,42,FALSE,TRUE,FALSE,FALSE
1114,Last Hope,2018,5.8,42,FALSE,TRUE,FALSE,FALSE
1115,72 Dangerous Places to Live,2016,6.3,42,FALSE,TRUE,FALSE,FALSE
1116,A Little Help with Carol Burnett,2018,6.3,42,FALSE,TRUE,FALSE,FALSE
1117,Fugitiva,2018,5.7,42,FALSE,TRUE,FALSE,FALSE
1118,OCTB,2017,7.1,42,FALSE,TRUE,FALSE,FALSE
1119,Crime Diaries: Night Out,2019,7.8,42,FALSE,TRUE,FALSE,FALSE
1120,Win the Wilderness: Alaska,2020,7,42,FALSE,TRUE,FALSE,FALSE
1121,Pacto de Sangue,2018,6.8,42,FALSE,TRUE,FALSE,FALSE
1122,Move,2020,<span,42,FALSE,TRUE,FALSE,FALSE
1123,Murderous Affairs,2016,6.6,42,FALSE,TRUE,FALSE,FALSE
1124,Close Your Eyes Before It's Dark,2016,7.1,42,FALSE,TRUE,FALSE,FALSE
1125,The Least Expected Day: Inside the Movistar Team,2020,7.3,42,FALSE,TRUE,FALSE,FALSE
1126,Bhaag Beanie Bhaag,2020,4.1,42,FALSE,TRUE,FALSE,FALSE
1127,Somewhere Only We Know,2019,7.3,42,FALSE,TRUE,FALSE,FALSE
1128,Holiday Home Makeover with Mr. Christmas,2020,5.7,42,FALSE,TRUE,FALSE,FALSE
1129,Cloudy with a Chance of Meatballs,2017,3.3,42,FALSE,TRUE,FALSE,FALSE
1130,Club de Cuervos Presents: The Ballad of Hugo Sánchez,2018,6.5,42,FALSE,TRUE,FALSE,FALSE
1131,Minecraft: Story Mode,2018,5.4,42,FALSE,TRUE,FALSE,FALSE
1132,Cyborg 009: Call of Justice,2017,5.8,42,FALSE,TRUE,FALSE,FALSE
1133,Rainbow Ruby,2016,6.6,42,FALSE,TRUE,FALSE,FALSE
1134,Becoming Champions,2018,6.7,42,FALSE,TRUE,FALSE,FALSE
1135,I Hear You,2019,7.8,42,FALSE,TRUE,FALSE,FALSE
1136,SAINT SEIYA: Knights of the Zodiac,2019,4.5,42,FALSE,TRUE,FALSE,FALSE
1137,Fifty,2017,8.7,42,FALSE,TRUE,FALSE,FALSE
1138,Memory Love,2017,8,42,FALSE,TRUE,FALSE,FALSE
1139,Garth Brooks: The Road I'm On,2019,7.4,41,FALSE,TRUE,FALSE,FALSE
1140,The Perfect Match,2017,7.6,41,FALSE,TRUE,FALSE,FALSE
1141,Criminal Minds,2017,5.7,41,FALSE,TRUE,FALSE,FALSE
1142,Chosen,2018,5.5,41,FALSE,TRUE,FALSE,FALSE
1143,Estocolmo,2016,5.9,41,FALSE,TRUE,FALSE,FALSE
1144,GAME ON: A Comedy Crossover Event,2020,5.7,41,FALSE,TRUE,FALSE,FALSE
1145,Magmel of the Sea Blue,2019,6.2,41,FALSE,TRUE,FALSE,FALSE
