id,show title,show year,imdb rating,real rating,prime,netflix,disney,hulu
1479,ZeroZeroZero,2020,8.2,76,TRUE,FALSE,FALSE,FALSE
1480,The White Princess,2017,7.6,75,TRUE,FALSE,FALSE,FALSE
1481,Modern Love,2019,8,75,TRUE,FALSE,FALSE,FALSE
1482,Homecoming,2018,7.5,74,TRUE,FALSE,FALSE,FALSE
1483,Patrick Melrose,2018,8.1,74,TRUE,FALSE,FALSE,FALSE
1484,Hunters,2020,7.2,74,TRUE,FALSE,FALSE,FALSE
1485,Tales from the Loop,2020,7.5,74,TRUE,FALSE,FALSE,FALSE
1486,The Planets,2019,9.1,74,TRUE,FALSE,FALSE,FALSE
1487,The Wilds,2020,7.3,74,TRUE,FALSE,FALSE,FALSE
1488,The Tick,2016,7.4,74,TRUE,FALSE,FALSE,FALSE
1489,Animal Kingdom,2016,8.2,74,TRUE,FALSE,FALSE,FALSE
1490,Unforgotten,2018,8.2,74,TRUE,FALSE,FALSE,FALSE
1491,Flack,2019,7.1,74,TRUE,FALSE,FALSE,FALSE
1492,A Very English Scandal,2018,7.7,73,TRUE,FALSE,FALSE,FALSE
1493,Victoria,2016,8.2,73,TRUE,FALSE,FALSE,FALSE
1494,Salvation,2017,7,73,TRUE,FALSE,FALSE,FALSE
1495,Philip K. Dick's Electric Dreams,2017,7.3,72,TRUE,FALSE,FALSE,FALSE
1496,Truth Seekers,2020,7.1,72,TRUE,FALSE,FALSE,FALSE
1497,Mirzapur,2018,8.4,72,TRUE,FALSE,FALSE,FALSE
1498,Britannia,2018,6.8,72,TRUE,FALSE,FALSE,FALSE
1499,Vinland Saga,2019,8.8,71,TRUE,FALSE,FALSE,FALSE
1500,Small Axe,2020,7.9,71,TRUE,FALSE,FALSE,FALSE
1501,The Durrells,2016,8.2,70,TRUE,FALSE,FALSE,FALSE
1502,Tin Star,2017,7.3,70,TRUE,FALSE,FALSE,FALSE
1503,Informer,2018,7.9,70,TRUE,FALSE,FALSE,FALSE
1504,Ordeal by Innocence,2018,7.3,69,TRUE,FALSE,FALSE,FALSE
1505,The Family Man,2019,8.5,69,TRUE,FALSE,FALSE,FALSE
1506,Thirteen,2016,7.3,69,TRUE,FALSE,FALSE,FALSE
1507,Too Old to Die Young,2019,7.4,68,TRUE,FALSE,FALSE,FALSE
1508,Loudermilk,2017,7.7,68,TRUE,FALSE,FALSE,FALSE
1509,Alex Rider,2020,7.5,68,TRUE,FALSE,FALSE,FALSE
1510,Absentia,2017,7.3,67,TRUE,FALSE,FALSE,FALSE
1511,Descendants of the Sun,2016,8.3,67,TRUE,FALSE,FALSE,FALSE
1512,Jean-Claude Van Johnson,2016,7.6,67,TRUE,FALSE,FALSE,FALSE
1513,Howards End,2017,7.3,66,TRUE,FALSE,FALSE,FALSE
1514,The Living and the Dead,2016,7.5,66,TRUE,FALSE,FALSE,FALSE
1515,Vanity Fair,2018,7.3,66,TRUE,FALSE,FALSE,FALSE
1516,Forever,2018,7.2,65,TRUE,FALSE,FALSE,FALSE
1517,Banana Fish,2018,8,65,TRUE,FALSE,FALSE,FALSE
1518,Made In Abyss,2017,8.4,65,TRUE,FALSE,FALSE,FALSE
1519,The A Word,2016,7.8,65,TRUE,FALSE,FALSE,FALSE
1520,Dororo,2019,8.4,65,TRUE,FALSE,FALSE,FALSE
1521,Inside Edge,2017,8,65,TRUE,FALSE,FALSE,FALSE
1522,Paatal Lok,2020,7.8,65,TRUE,FALSE,FALSE,FALSE
1523,Doctor Thorne,2016,7.3,64,TRUE,FALSE,FALSE,FALSE
1524,Breathe,2018,8.3,64,TRUE,FALSE,FALSE,FALSE
1525,Utopia,2020,6.7,64,TRUE,FALSE,FALSE,FALSE
1526,The Last Tycoon,2016,7.7,64,TRUE,FALSE,FALSE,FALSE
1527,4 Blocks,2017,8.2,63,TRUE,FALSE,FALSE,FALSE
1528,All or Nothing: Tottenham Hotspur,2020,8.2,62,TRUE,FALSE,FALSE,FALSE
1529,Ted Bundy: Falling for a Killer,2020,7.9,62,TRUE,FALSE,FALSE,FALSE
1530,Lore,2017,6.7,62,TRUE,FALSE,FALSE,FALSE
1531,The Test: A New Era For Australia's Team,2020,8.9,62,TRUE,FALSE,FALSE,FALSE
1532,Wu-Tang Clan: Of Mics and Men,2019,8.2,62,TRUE,FALSE,FALSE,FALSE
1533,Laakhon Mein Ek,2017,8.3,62,TRUE,FALSE,FALSE,FALSE
1534,The Last Post,2017,7.2,62,TRUE,FALSE,FALSE,FALSE
1535,Guilt,2016,6,62,TRUE,FALSE,FALSE,FALSE
1536,The Boarding School: Las Cumbres,2021,6.4,62,TRUE,FALSE,FALSE,FALSE
1537,Comrade Detective,2017,7.3,61,TRUE,FALSE,FALSE,FALSE
1538,All or Nothing: Manchester City,2018,8.2,61,TRUE,FALSE,FALSE,FALSE
1539,The Widow,2019,6.9,61,TRUE,FALSE,FALSE,FALSE
1540,Tandav,2021,4.3,61,TRUE,FALSE,FALSE,FALSE
1541,The Romanoffs,2018,7,61,TRUE,FALSE,FALSE,FALSE
1542,Blood &amp; Treasure,2019,6.7,60,TRUE,FALSE,FALSE,FALSE
1543,The War of the Worlds,2019,5,60,TRUE,FALSE,FALSE,FALSE
1544,Making Their Mark,2021,8.7,60,TRUE,FALSE,FALSE,FALSE
1545,London Kills,2019,6.7,60,TRUE,FALSE,FALSE,FALSE
1546,The ABC Murders,2018,6.6,59,TRUE,FALSE,FALSE,FALSE
1547,Little Women,2017,7.2,59,TRUE,FALSE,FALSE,FALSE
1548,Picnic at Hanging Rock,2018,6.2,59,TRUE,FALSE,FALSE,FALSE
1549,The Feed,2019,6.3,59,TRUE,FALSE,FALSE,FALSE
1550,All or Nothing,2016,8.6,59,TRUE,FALSE,FALSE,FALSE
1551,Beecham House,2019,6.7,59,TRUE,FALSE,FALSE,FALSE
1552,Made in Heaven,2019,8.3,59,TRUE,FALSE,FALSE,FALSE
1553,BuzzFeed Unsolved - True Crime,2016,8.9,59,TRUE,FALSE,FALSE,FALSE
1554,The Reagans,2020,6.5,59,TRUE,FALSE,FALSE,FALSE
1555,James May: Our Man In Japan,2020,8.4,59,TRUE,FALSE,FALSE,FALSE
1556,Wotakoi: Love is Hard for Otaku,2018,7.6,58,TRUE,FALSE,FALSE,FALSE
1557,Falling Water,2016,6.5,58,TRUE,FALSE,FALSE,FALSE
1558,Z: The Beginning of Everything,2017,7.1,58,TRUE,FALSE,FALSE,FALSE
1559,I Love Dick,2016,6.3,57,TRUE,FALSE,FALSE,FALSE
1560,Breathe: Into the Shadows,2020,7.6,57,TRUE,FALSE,FALSE,FALSE
1561,El Cid,2020,6.4,57,TRUE,FALSE,FALSE,FALSE
1562,Rocco Schiavone,2016,7.5,57,TRUE,FALSE,FALSE,FALSE
1563,Chacha Vidhayak Hain Humare,2018,7.9,56,TRUE,FALSE,FALSE,FALSE
1564,World’s Toughest Race: Eco-Challenge Fiji,2020,7.6,56,TRUE,FALSE,FALSE,FALSE
1565,One Mississippi,2016,7.4,56,TRUE,FALSE,FALSE,FALSE
1566,The Pale Horse,2020,6.1,56,TRUE,FALSE,FALSE,FALSE
1567,Buzzfeed Unsolved - Supernatural,2016,8.7,56,TRUE,FALSE,FALSE,FALSE
1568,Land of the Lustrous,2017,7.9,56,TRUE,FALSE,FALSE,FALSE
1569,American Playboy: The Hugh Hefner Story,2017,7.5,55,TRUE,FALSE,FALSE,FALSE
1570,The Lowe Files,2017,6.9,55,TRUE,FALSE,FALSE,FALSE
1571,The Collection,2016,7.1,55,TRUE,FALSE,FALSE,FALSE
1572,The Great Escapists,2021,5.7,55,TRUE,FALSE,FALSE,FALSE
1573,Kung Fu Panda: The Paws of Destiny,2018,7.6,55,TRUE,FALSE,FALSE,FALSE
1574,Lorena,2019,7.2,55,TRUE,FALSE,FALSE,FALSE
1575,Pandora,2019,4.1,54,TRUE,FALSE,FALSE,FALSE
1576,Finding Joy,2018,6.2,54,TRUE,FALSE,FALSE,FALSE
1577,GRAND PRIX Driver,2018,7.6,54,TRUE,FALSE,FALSE,FALSE
1578,The Forgotten Army - Azaadi ke liye,2020,8,54,TRUE,FALSE,FALSE,FALSE
1579,Four More Shots Please,2019,6.6,54,TRUE,FALSE,FALSE,FALSE
1580,Crisis in Six Scenes,2016,6.6,54,TRUE,FALSE,FALSE,FALSE
1581,All or Nothing: New Zealand All Blacks,2018,8.2,54,TRUE,FALSE,FALSE,FALSE
1582,Long Strange Trip,2017,8.2,54,TRUE,FALSE,FALSE,FALSE
1583,Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,2019,5.1,54,TRUE,FALSE,FALSE,FALSE
1584,Beowulf: Return to the Shieldlands,2016,5.8,53,TRUE,FALSE,FALSE,FALSE
1585,The Pack,2020,6.4,53,TRUE,FALSE,FALSE,FALSE
1586,My Mother and Other Strangers,2016,7.5,53,TRUE,FALSE,FALSE,FALSE
1587,After the Rain,2018,7.5,53,TRUE,FALSE,FALSE,FALSE
1588,Little Women: Atlanta,2016,5.3,53,TRUE,FALSE,FALSE,FALSE
1589,Harmony with A R Rahman,2018,9.2,53,TRUE,FALSE,FALSE,FALSE
1590,Missing,2017,6.3,53,TRUE,FALSE,FALSE,FALSE
1591,The Secret World of Nature: Spain,2020,9.7,52,TRUE,FALSE,FALSE,FALSE
1592,Everyday Driver,2017,9.3,52,TRUE,FALSE,FALSE,FALSE
1593,Karakuri Circus,2018,7.1,52,TRUE,FALSE,FALSE,FALSE
1594,Anna Karenina,2017,6.6,52,TRUE,FALSE,FALSE,FALSE
1595,Pequeñas coincidencias,2018,7.4,52,TRUE,FALSE,FALSE,FALSE
1596,Xavier Riddle and the Secret Museum,2019,8.4,52,TRUE,FALSE,FALSE,FALSE
1597,Beat,2018,7.4,52,TRUE,FALSE,FALSE,FALSE
1598,The First 48 Presents: Homicide Squad Atlanta,2019,8.4,52,TRUE,FALSE,FALSE,FALSE
1599,The Tesla Files,2018,7.3,52,TRUE,FALSE,FALSE,FALSE
1600,You Are Wanted,2017,6,52,TRUE,FALSE,FALSE,FALSE
1601,Grand Blue,2018,7.8,52,TRUE,FALSE,FALSE,FALSE
1602,Murder Calls,2017,7.8,52,TRUE,FALSE,FALSE,FALSE
1603,Worth It,2016,8.7,52,TRUE,FALSE,FALSE,FALSE
1604,Sarazanmai,2019,7,51,TRUE,FALSE,FALSE,FALSE
1605,Prime Suspect: Tennison,2017,7.5,51,TRUE,FALSE,FALSE,FALSE
1606,James May: Oh Cook!,2020,7.7,51,TRUE,FALSE,FALSE,FALSE
1607,The Dangerous Book for Boys,2018,6,51,TRUE,FALSE,FALSE,FALSE
1608,Rebel,2017,5.4,51,TRUE,FALSE,FALSE,FALSE
1609,King of the Road,2016,8.9,51,TRUE,FALSE,FALSE,FALSE
1610,Girls' Last Tour,2017,7.6,51,TRUE,FALSE,FALSE,FALSE
1611,El Presidente,2020,7.2,50,TRUE,FALSE,FALSE,FALSE
1612,This Giant Beast That is the Global Economy,2019,7.8,50,TRUE,FALSE,FALSE,FALSE
1613,Alice in Paris,2016,8.8,50,TRUE,FALSE,FALSE,FALSE
1614,Ruyi's Royal Love in the Palace,2018,7.7,50,TRUE,FALSE,FALSE,FALSE
1615,Bridget &amp; Eamon,2016,7.6,50,TRUE,FALSE,FALSE,FALSE
1616,Making the Cut,2020,6.7,50,TRUE,FALSE,FALSE,FALSE
1617,The New Yorker Presents,2016,6.6,50,TRUE,FALSE,FALSE,FALSE
1618,Re:Creators,2017,7,50,TRUE,FALSE,FALSE,FALSE
1619,Love and Lies,2017,6,49,TRUE,FALSE,FALSE,FALSE
1620,Einstein,2017,6.5,49,TRUE,FALSE,FALSE,FALSE
1621,Happy Sugar Life,2018,6.4,49,TRUE,FALSE,FALSE,FALSE
1622,Just Add Magic: Mystery City,2020,7.3,49,TRUE,FALSE,FALSE,FALSE
1623,Just Because!,2017,6.8,49,TRUE,FALSE,FALSE,FALSE
1624,IRODUKU: The World in Colors,2018,7.3,49,TRUE,FALSE,FALSE,FALSE
1625,Empire of the Tsars: Romanov Russia with Lucy Worsley,2016,7.6,49,TRUE,FALSE,FALSE,FALSE
1626,Boarding School Juliet,2018,7,48,TRUE,FALSE,FALSE,FALSE
1627,The Murder of Laci Peterson,2017,7.4,48,TRUE,FALSE,FALSE,FALSE
1628,Let's Go Luna!,2018,7.2,48,TRUE,FALSE,FALSE,FALSE
1629,The Casagrandes,2019,6.5,48,TRUE,FALSE,FALSE,FALSE
1630,Chicken Girls,2017,6.6,48,TRUE,FALSE,FALSE,FALSE
1631,Inuyashiki Last Hero,2017,6.6,48,TRUE,FALSE,FALSE,FALSE
1632,This Is Football,2019,8.2,48,TRUE,FALSE,FALSE,FALSE
1633,Hitorijime My Hero,2017,7,48,TRUE,FALSE,FALSE,FALSE
1634,Анна-детективъ,2016,7.9,47,TRUE,FALSE,FALSE,FALSE
1635,Jim Gaffigan: The Pale Tourist,2020,6.7,47,TRUE,FALSE,FALSE,FALSE
1636,LOL: Australia,2020,6.1,47,TRUE,FALSE,FALSE,FALSE
1637,Killing Bites,2018,6.3,47,TRUE,FALSE,FALSE,FALSE
1638,El Desafío: ETA,2020,8.4,47,TRUE,FALSE,FALSE,FALSE
1639,Niko and the Sword of Light,2017,7.8,47,TRUE,FALSE,FALSE,FALSE
1640,Hellier,2019,5.9,47,TRUE,FALSE,FALSE,FALSE
1641,Pete the Cat,2017,7.6,47,TRUE,FALSE,FALSE,FALSE
1642,My Girlfriend is Shobitch,2017,,46,TRUE,FALSE,FALSE,FALSE
1643,Hunting ISIS,2018,8.3,46,TRUE,FALSE,FALSE,FALSE
1644,The Eleven,2017,6.7,46,TRUE,FALSE,FALSE,FALSE
1645,"If It's for My Daughter, I'd Even Defeat a Demon Lord",2019,,46,TRUE,FALSE,FALSE,FALSE
1646,American Ripper,2017,6.3,46,TRUE,FALSE,FALSE,FALSE
1647,Civilizations,2018,,46,TRUE,FALSE,FALSE,FALSE
1648,All or Nothing: Brazil National Team,2020,7.2,46,TRUE,FALSE,FALSE,FALSE
1649,Grimoire of Zero,2017,7,45,TRUE,FALSE,FALSE,FALSE
1650,Comicstaan,2018,6.8,45,TRUE,FALSE,FALSE,FALSE
1651,Africa's Great Civilizations,2017,6.8,45,TRUE,FALSE,FALSE,FALSE
1652,Oasis,2017,8.3,45,TRUE,FALSE,FALSE,FALSE
1653,All or Nothing: The Michigan Wolverines,2018,7.6,45,TRUE,FALSE,FALSE,FALSE
1654,The Kicks,2016,7.1,45,TRUE,FALSE,FALSE,FALSE
1655,Rage of Bahamut Virgin Soul,2017,7.4,45,TRUE,FALSE,FALSE,FALSE
1656,Sofiya,2016,7.8,45,TRUE,FALSE,FALSE,FALSE
1657,Beatless,2018,5.7,44,TRUE,FALSE,FALSE,FALSE
1658,Marcia Clark Investigates The First 48,2018,8,44,TRUE,FALSE,FALSE,FALSE
1659,Onihei,2017,7.5,44,TRUE,FALSE,FALSE,FALSE
1660,Struggle Meals,2017,,44,TRUE,FALSE,FALSE,FALSE
1661,The Gymkhana Files,2018,8,44,TRUE,FALSE,FALSE,FALSE
1662,Mata Hari,2017,6.2,44,TRUE,FALSE,FALSE,FALSE
1663,Street Fighter: Resurrection,2016,6.5,44,TRUE,FALSE,FALSE,FALSE
1664,Le Mans: Racing is Everything,2017,7.4,44,TRUE,FALSE,FALSE,FALSE
1665,"Kokkoku, Moment by Moment",2018,7,44,TRUE,FALSE,FALSE,FALSE
1666,Big Dogs,2020,4.7,44,TRUE,FALSE,FALSE,FALSE
1667,Strange Events,2017,4.8,44,TRUE,FALSE,FALSE,FALSE
1668,For the Love of Jason,2020,7,44,TRUE,FALSE,FALSE,FALSE
1669,Dino Dana,2017,7.1,44,TRUE,FALSE,FALSE,FALSE
1670,Hitoshi Matsumoto Presents Documental,2016,8.1,44,TRUE,FALSE,FALSE,FALSE
1671,Bounty Hunters,2017,6,43,TRUE,FALSE,FALSE,FALSE
1672,Strowlers,2018,5.3,43,TRUE,FALSE,FALSE,FALSE
1673,Transformers: Combiner Wars,2016,5.5,43,TRUE,FALSE,FALSE,FALSE
1674,Shifting Gears with Aaron Kaufman,2018,5.6,43,TRUE,FALSE,FALSE,FALSE
1675,Cape Town,2016,6.2,43,TRUE,FALSE,FALSE,FALSE
1676,Tokyo Vampire Hotel,2018,6.1,43,TRUE,FALSE,FALSE,FALSE
1677,Welcome to the Ballroom,2017,7.8,43,TRUE,FALSE,FALSE,FALSE
1678,Princess Principal,2017,7.3,43,TRUE,FALSE,FALSE,FALSE
1679,Tokyo Girl,2016,8.2,42,TRUE,FALSE,FALSE,FALSE
1680,Sons of The Soil - Jaipur Pink Panthers,2020,7.5,42,TRUE,FALSE,FALSE,FALSE
1681,The Optimists,2017,7.3,42,TRUE,FALSE,FALSE,FALSE
1682,Seven Senses of the Re'Union,2018,4.8,42,TRUE,FALSE,FALSE,FALSE
1683,Bananya,2016,6.2,42,TRUE,FALSE,FALSE,FALSE
1684,Honest Ads,2017,8.7,42,TRUE,FALSE,FALSE,FALSE
1685,Murder on the Internet,2017,6.9,42,TRUE,FALSE,FALSE,FALSE
1686,All or Nothing: The Dallas Cowboys,2018,7.7,42,TRUE,FALSE,FALSE,FALSE
1687,Fighter of the Destiny,2017,6.8,42,TRUE,FALSE,FALSE,FALSE
1688,Faster with Finnegan,2020,,42,TRUE,FALSE,FALSE,FALSE
1689,Costume Quest,2019,6.9,41,TRUE,FALSE,FALSE,FALSE
1690,Raising Expectations,2016,5.7,41,TRUE,FALSE,FALSE,FALSE
1691,Starhunter ReduX,2018,5.5,41,TRUE,FALSE,FALSE,FALSE
1692,Are You Lost?,2019,6.2,41,TRUE,FALSE,FALSE,FALSE
1693,Kids Behind Bars: Life or Parole,2019,7.1,41,TRUE,FALSE,FALSE,FALSE
1694,An American Girl Story: Melody 1963 - Love Has to Win,2016,7.7,41,TRUE,FALSE,FALSE,FALSE
1695,Big Pacific,2017,8.4,41,TRUE,FALSE,FALSE,FALSE
1696,Ready Jet Go!,2016,6.1,40,TRUE,FALSE,FALSE,FALSE
1697,The Nightmare Worlds of H.G. Wells,2016,6,40,TRUE,FALSE,FALSE,FALSE
1698,Jessy &amp; Nessy,2020,8,40,TRUE,FALSE,FALSE,FALSE
1699,Eat the World with Emeril Lagasse,2016,7.9,39,TRUE,FALSE,FALSE,FALSE
1700,Bulge Bracket,2020,5,39,TRUE,FALSE,FALSE,FALSE
1701,One Mic Stand,2019,6.6,39,TRUE,FALSE,FALSE,FALSE
1702,Geeking Out,2016,7.3,39,TRUE,FALSE,FALSE,FALSE
1703,Bat Pat,2016,,39,TRUE,FALSE,FALSE,FALSE
1704,Russell Peters: Deported,2020,6.3,38,TRUE,FALSE,FALSE,FALSE
1705,The Back Pages,2017,5.2,38,TRUE,FALSE,FALSE,FALSE
1706,Gotthard,2016,6.5,38,TRUE,FALSE,FALSE,FALSE
1707,Clifford the Big Red Dog,2019,5.8,38,TRUE,FALSE,FALSE,FALSE
1708,Eat. Race. Win.,2018,7,38,TRUE,FALSE,FALSE,FALSE
1709,Six Dreams,2018,7.8,38,TRUE,FALSE,FALSE,FALSE
1710,Xploration DIY Sci,2016,8.8,38,TRUE,FALSE,FALSE,FALSE
1711,The Aces' War,2018,6.9,38,TRUE,FALSE,FALSE,FALSE
1712,Happy Marriage!?,2016,6.6,38,TRUE,FALSE,FALSE,FALSE
1713,Barbie Dreamtopia,2017,6.2,38,TRUE,FALSE,FALSE,FALSE
1714,999: Killer on the Line?,2016,7,38,TRUE,FALSE,FALSE,FALSE
1715,Little Women: Dallas,2016,6.4,38,TRUE,FALSE,FALSE,FALSE
1716,America Divided,2016,4,38,TRUE,FALSE,FALSE,FALSE
1717,Zack Morris is Trash,2017,7.1,38,TRUE,FALSE,FALSE,FALSE
1718,The Kacey Musgraves Christmas Show,2019,7.2,38,TRUE,FALSE,FALSE,FALSE
1719,First Civilizations,2018,6.9,37,TRUE,FALSE,FALSE,FALSE
1720,Music &amp; Murder,2016,8.1,37,TRUE,FALSE,FALSE,FALSE
1721,Date My Dad,2017,7.1,37,TRUE,FALSE,FALSE,FALSE
1722,Budding Prospects,2017,7.3,37,TRUE,FALSE,FALSE,FALSE
1723,那年花開月正圓,2017,7.8,37,TRUE,FALSE,FALSE,FALSE
1724,Billion Dollar Wreck,2016,4.7,37,TRUE,FALSE,FALSE,FALSE
1725,Queens,2017,5.7,37,TRUE,FALSE,FALSE,FALSE
1726,The Snowy Day,2016,7.5,37,TRUE,FALSE,FALSE,FALSE
1727,Legend of Master Legend,2017,,37,TRUE,FALSE,FALSE,FALSE
1728,Big Easy Motors,2016,6.5,37,TRUE,FALSE,FALSE,FALSE
1729,Jayde Adams: Serious Black Jumper,2020,7.2,37,TRUE,FALSE,FALSE,FALSE
1730,The Stinky &amp; Dirty Show,2016,7.3,37,TRUE,FALSE,FALSE,FALSE
1731,Danger &amp; Eggs,2017,7,36,TRUE,FALSE,FALSE,FALSE
1732,Prime Rewind: Inside the Boys,2020,5.5,36,TRUE,FALSE,FALSE,FALSE
1733,Drop Kick on my Devil!,2018,6.7,36,TRUE,FALSE,FALSE,FALSE
1734,Hot Girl,2016,6.9,36,TRUE,FALSE,FALSE,FALSE
1735,Jestination Unknown,2019,6.1,36,TRUE,FALSE,FALSE,FALSE
1736,Grand Tours of Scotland's Lochs,2017,8.1,35,TRUE,FALSE,FALSE,FALSE
1737,Pan y Circo,2020,6.7,35,TRUE,FALSE,FALSE,FALSE
1738,Single and Anxious,2016,8.8,35,TRUE,FALSE,FALSE,FALSE
1739,Looped,2016,6.2,35,TRUE,FALSE,FALSE,FALSE
1740,Italy's Invisible Cities,2016,8,35,TRUE,FALSE,FALSE,FALSE
1741,Fukuyadou Honpo: Kyoto Love Story,2016,7.3,35,TRUE,FALSE,FALSE,FALSE
1742,Inside the Tube: Going Underground,2017,8.2,35,TRUE,FALSE,FALSE,FALSE
1743,Owlegories,2016,8.2,35,TRUE,FALSE,FALSE,FALSE
1744,The Other F Word,2017,7.8,35,TRUE,FALSE,FALSE,FALSE
1745,Hey Qween,2018,6,35,TRUE,FALSE,FALSE,FALSE
1746,Delayed Gratification Series,2017,8.7,34,TRUE,FALSE,FALSE,FALSE
1747,The Renaissance Unchained,2016,8.4,34,TRUE,FALSE,FALSE,FALSE
1748,Gangstars,2018,6.8,34,TRUE,FALSE,FALSE,FALSE
1749,Kemurikusa,2019,7.1,34,TRUE,FALSE,FALSE,FALSE
1750,Murderers and Their Mothers,2016,4.9,34,TRUE,FALSE,FALSE,FALSE
1751,Ilana Glazer: The Planet Is Burning,2020,3.8,34,TRUE,FALSE,FALSE,FALSE
1752,Final Life,2017,5.5,34,TRUE,FALSE,FALSE,FALSE
1753,Private Sales,2016,5.7,34,TRUE,FALSE,FALSE,FALSE
1754,The New V.I.P.'s,2017,,33,TRUE,FALSE,FALSE,FALSE
1755,Bookaboo,2016,7.8,33,TRUE,FALSE,FALSE,FALSE
1756,Foxy Ladies,2016,6.1,33,TRUE,FALSE,FALSE,FALSE
1757,Mr Swimmer,2018,7.2,33,TRUE,FALSE,FALSE,FALSE
1758,NOVA Wonders,2018,7.4,33,TRUE,FALSE,FALSE,FALSE
1759,Kids on the Edge,2016,7.6,33,TRUE,FALSE,FALSE,FALSE
1760,WellieWishers,2016,7.2,33,TRUE,FALSE,FALSE,FALSE
1761,Tainted Dreams,2017,7.8,33,TRUE,FALSE,FALSE,FALSE
1762,Ghost Dimension,2016,6.1,32,TRUE,FALSE,FALSE,FALSE
1763,NASA: A Journey Through Space,2016,5.2,32,TRUE,FALSE,FALSE,FALSE
1764,War in the Pacific,2017,5.9,32,TRUE,FALSE,FALSE,FALSE
1765,Teletubbies: Nursery Rhymes,2017,5.2,32,TRUE,FALSE,FALSE,FALSE
1766,Making It in Music City,2017,7.2,31,TRUE,FALSE,FALSE,FALSE
1767,Conquering Southern China,2016,,31,TRUE,FALSE,FALSE,FALSE
1768,Rev &amp; Roll,2019,6.1,31,TRUE,FALSE,FALSE,FALSE
1769,Hackers of CypherCon,2018,8.6,31,TRUE,FALSE,FALSE,FALSE
1770,Small Business Revolution: Main Street,2016,7.4,31,TRUE,FALSE,FALSE,FALSE
1771,The Hollywood Puppet Show,2017,6.2,31,TRUE,FALSE,FALSE,FALSE
1772,The Crimean War,2018,7.7,31,TRUE,FALSE,FALSE,FALSE
1773,The Bumble Nums,2017,6.9,31,TRUE,FALSE,FALSE,FALSE
1774,Hilarious Helmet History,2017,6.6,31,TRUE,FALSE,FALSE,FALSE
1775,Immortal Egypt,2016,8,30,TRUE,FALSE,FALSE,FALSE
1776,Inside Jokes,2018,7.4,30,TRUE,FALSE,FALSE,FALSE
1777,A Path Appears,2016,7.6,30,TRUE,FALSE,FALSE,FALSE
1778,Plane Resurrection,2016,7.3,30,TRUE,FALSE,FALSE,FALSE
1779,Iconic Characters,2018,6.8,30,TRUE,FALSE,FALSE,FALSE
1780,Road Side Stories,2016,,30,TRUE,FALSE,FALSE,FALSE
1781,The Bug Diaries,2019,7,30,TRUE,FALSE,FALSE,FALSE
1782,Millenniums,2018,6.2,30,TRUE,FALSE,FALSE,FALSE
1783,Fountain Of Youth,2017,5.7,29,TRUE,FALSE,FALSE,FALSE
1784,Dino the Dinosaur,2016,7.1,29,TRUE,FALSE,FALSE,FALSE
1785,Vials,2017,,29,TRUE,FALSE,FALSE,FALSE
1786,Rob Delaney: Jackie,2020,6.5,29,TRUE,FALSE,FALSE,FALSE
1787,The Really Big Flip,2017,5.7,29,TRUE,FALSE,FALSE,FALSE
1788,Troy The Train of Car City,2016,7.5,29,TRUE,FALSE,FALSE,FALSE
1789,Outsmarted,2017,7.7,29,TRUE,FALSE,FALSE,FALSE
1790,The Weather Files,2018,7.6,29,TRUE,FALSE,FALSE,FALSE
1791,Handy Bean,2018,6.6,28,TRUE,FALSE,FALSE,FALSE
1792,Enchantimals: Tales from Everwilde,2018,7.1,28,TRUE,FALSE,FALSE,FALSE
1793,Star April,2017,6.6,28,TRUE,FALSE,FALSE,FALSE
1794,My House of Paranormal,2017,4,27,TRUE,FALSE,FALSE,FALSE
1795,Global Child,2017,6.4,27,TRUE,FALSE,FALSE,FALSE
1796,Chi's Sweet Adventure,2016,7.8,27,TRUE,FALSE,FALSE,FALSE
1797,Ladylike,2016,6.4,27,TRUE,FALSE,FALSE,FALSE
1798,David and Olivia? - Naked in Scotland,2018,,27,TRUE,FALSE,FALSE,FALSE
1799,Headliners,2017,5.2,26,TRUE,FALSE,FALSE,FALSE
1800,Fresh Tracks,2016,8.8,26,TRUE,FALSE,FALSE,FALSE
1801,Vatican Miracle Examiner,2017,6.6,26,TRUE,FALSE,FALSE,FALSE
1802,Treetop Family - Super Simple,2017,6.7,26,TRUE,FALSE,FALSE,FALSE
1803,Gown and Out in Beverly Hills,2017,5.8,26,TRUE,FALSE,FALSE,FALSE
1804,Ritual,2017,7.7,26,TRUE,FALSE,FALSE,FALSE
1805,Juan Happy Love Story,2016,7.8,26,TRUE,FALSE,FALSE,FALSE
1806,Wrench Wars,2017,5.7,26,TRUE,FALSE,FALSE,FALSE
1807,The Irish Mob,2016,7.5,25,TRUE,FALSE,FALSE,FALSE
1808,Somewhere South,2020,,25,TRUE,FALSE,FALSE,FALSE
1809,Worth It: Lifestyle,2017,7.5,25,TRUE,FALSE,FALSE,FALSE
1810,New York Confidential,2017,7.9,25,TRUE,FALSE,FALSE,FALSE
1811,About Him: Freshman Year,2017,,24,TRUE,FALSE,FALSE,FALSE
1812,Conversations in L.A.,2017,6.7,24,TRUE,FALSE,FALSE,FALSE
1813,Wildlife Quest,2016,6.1,24,TRUE,FALSE,FALSE,FALSE
1814,The Lifted Life,2017,4.7,24,TRUE,FALSE,FALSE,FALSE
