Index,Title,Awards,Year,is_winner
441,The Assassination of Gianni Versace: American Crime Story,"Supporting Actor, TV Movie/Limited Series",2018,FALSE
442,The Looming Tower,"Supporting Actor, TV Movie/Limited Series",2018,FALSE
443,The Assassination of Gianni Versace: American Crime Story,"Supporting Actor, TV Movie/Limited Series",2018,FALSE
444,Jesus Christ Superstar Live in Concert,"Supporting Actress, TV Movie/Limited Series",2018,FALSE
445,The Assassination of Gianni Versace: American Crime Story,"Supporting Actress, TV Movie/Limited Series",2018,FALSE
446,The Assassination of Gianni Versace: American Crime Story,"Supporting Actress, TV Movie/Limited Series",2018,FALSE
447,American Horror Story,"Supporting Actress, TV Movie/Limited Series",2018,FALSE
448,Godless,"Supporting Actress, TV Movie/Limited Series",2018,TRUE
449,Black Mirror,"Supporting Actress, TV Movie/Limited Series",2018,FALSE
450,Black-ish,"Lead Actor, Comedy",2018,FALSE
451,The Good Place,"Lead Actor, Comedy",2018,FALSE
452,Curb Your Enthusiasm,"Lead Actor, Comedy",2018,FALSE
453,Atlanta,"Lead Actor, Comedy",2018,FALSE
454,Barry,"Lead Actor, Comedy",2018,TRUE
455,Shameless,"Lead Actor, Comedy",2018,FALSE
456,Better Things,"Lead Actress, Comedy",2018,FALSE
457,The Marvelous Mrs. Maisel,"Lead Actress, Comedy",2018,TRUE
458,Mom,"Lead Actress, Comedy",2018,FALSE
459,nsecure,"Lead Actress, Comedy",2018,FALSE
460,Black-ish,"Lead Actress, Comedy",2018,FALSE
461,Grace and Frankie,"Lead Actress, Comedy",2018,FALSE
462,Atlanta,Directing for a Comedy Series,2018,FALSE
463,Atlanta,Directing for a Comedy Series,2018,FALSE
464,Barry,Directing for a Comedy Series,2018,FALSE
465,GLOW,Directing for a Comedy Series,2018,FALSE
466,Silicon Valley,Directing for a Comedy Series,2018,FALSE
467,The Marvelous Mrs. Maisel,Directing for a Comedy Series,2018,TRUE
468,The Big Bang Theory,Directing for a Comedy Series,2018,FALSE
469,Atlanta,Writing for a Comedy Series,2018,FALSE
470,Atlanta,Writing for a Comedy Series,2018,FALSE
471,Barry,Writing for a Comedy Series,2018,FALSE
472,Barry,Writing for a Comedy Series,2018,FALSE
473,Silicon Valley,Writing for a Comedy Series,2018,FALSE
474,The Marvelous Mrs. Maisel,Writing for a Comedy Series,2018,TRUE
475,Atlanta,"Supporting Actress, Comedy",2018,FALSE
476,The Marvelous  Mrs. Maisel,"Supporting Actress, Comedy",2018,TRUE
477,Saturday Night Live,"Supporting Actress, Comedy",2018,FALSE
478,GLOW,"Supporting Actress, Comedy",2018,FALSE
479,Saturday Night Live,"Supporting Actress, Comedy",2018,FALSE
480,Saturday Night Live,"Supporting Actress, Comedy",2018,FALSE
481,oseanne,"Supporting Actress, Comedy",2018,FALSE
482,ill & Grace,"Supporting Actress, Comedy",2018,FALSE
483,Baskets,"Supporting Actor, Comedy",2018,FALSE
484,Saturday Night Live,"Supporting Actor, Comedy",2018,FALSE
485,Unbreakable Kimmy Schmidt,"Supporting Actor, Comedy",2018,FALSE
486,Atlanta,"Supporting Actor, Comedy",2018,FALSE
487,The Marvelous Mrs. Maisel,"Supporting Actor, Comedy",2018,FALSE
488,Saturday Night Live,"Supporting Actor, Comedy",2018,FALSE
489,Barry,"Supporting Actor, Comedy",2018,TRUE
490,Better Call Saul,Drama Series,2019,FALSE
491,Bodyguard,Drama Series,2019,FALSE
492,Game of Thrones,Drama Series,2019,TRUE
493,Killing Eve,Drama Series,2019,FALSE
494,Ozark,Drama Series,2019,FALSE
495,Pose,Drama Series,2019,TRUE
496,Succession,Drama Series,2019,FALSE
497,This Is Us,Drama Series,2019,FALSE
498,Ozark,"Lead Actor, Drama",2019,FALSE
499,This Is Us,"Lead Actor, Drama",2019,FALSE
500,Game of Thrones,"Lead Actor, Drama",2019,FALSE
501,Better Call Saul,"Lead Actor, Drama",2019,FALSE
502,Pose,"Lead Actor, Drama",2019,FALSE
503,This Is Us,"Lead Actor, Drama",2019,FALSE
504,Game of Thrones,"Lead Actress, Drama",2019,FALSE
505,Killing Eve,"Lead Actress, Drama",2019,TRUE
506,How to Get Away With Murder,"Lead Actress, Drama",2019,FALSE
507,Ozark,"Lead Actress, Drama",2019,FALSE
508,This Is Us,"Lead Actress, Drama",2019,FALSE
509,Killing Eve,"Lead Actress, Drama",2019,FALSE
510,House of Cards,"Lead Actress, Drama",2019,FALSE
511,Game of Thrones,"Supporting Actor, Drama",2019,FALSE
512,Better Call Saul,"Supporting Actor, Drama",2019,FALSE
513,Game of Thrones,"Supporting Actor, Drama",2019,FALSE
514,Game of Thrones,"Supporting Actor, Drama",2019,TRUE
515,Better Call Saul,"Supporting Actor, Drama",2019,FALSE
516,House of Cards,"Supporting Actor, Drama",2019,FALSE
517,This Is Us,"Supporting Actor, Drama",2019,FALSE
518,Game of Thrones,"Supporting Actress, Drama",2019,FALSE
519,Ozark,"Supporting Actress, Drama",2019,TRUE
520,Game of Thrones,"Supporting Actress, Drama",2019,FALSE
521,Killing Eve,"Supporting Actress, Drama",2019,FALSE
522,Game of Thrones,"Supporting Actress, Drama",2019,FALSE
523,Game of Thrones,"Supporting Actress, Drama",2019,FALSE
524,Game of Thrones,Directing for a Drama,2019,FALSE
525,Game of Thrones,Directing for a Drama,2019,FALSE
526,Game of Thrones,Directing for a Drama,2019,FALSE
527,Killing Eve,Directing for a Drama,2019,FALSE
528,Ozark,Directing for a Drama,2019,TRUE
529,Succession,Directing for a Drama,2019,FALSE
530,The Handmaid's Tale,Directing for a Drama,2019,FALSE
531,Better Call Saul,Writing for a Drama Series,2019,FALSE
532,Bodyguard,Writing for a Drama Series,2019,FALSE
533,Game of Thrones,Writing for a Drama Series,2019,FALSE
534,Killing Eve,Writing for a Drama Series,2019,FALSE
535,Succession,Writing for a Drama Series,2019,TRUE
536,The Handmaid’s Tale,Writing for a Drama Series,2019,FALSE
537,Barry,Comedy Series,2019,FALSE
538,Fleabag,Comedy Series,2019,TRUE
539,The Good Place,Comedy Series,2019,FALSE
540,The Marvelous Mrs. Maisel,Comedy Series,2019,FALSE
541,Russian Doll,Comedy Series,2019,FALSE
542,Schitt’s Creek,Comedy Series,2019,FALSE
543,Veep,Comedy Series,2019,FALSE
544,Black-ish,"Lead Actor, Comedy",2019,FALSE
545,Black Monday,"Lead Actor, Comedy",2019,FALSE
546,The Good Place,"Lead Actor, Comedy",2019,FALSE
547,The Kominsky Method,"Lead Actor, Comedy",2019,FALSE
548,Barry,"Lead Actor, Comedy",2019,TRUE
549,Schitt’s Creek,"Lead Actor, Comedy",2019,FALSE
550,Dead to Me,"Lead Actress, Comedy",2019,FALSE
551,The Marvelous Mrs. Maisel,"Lead Actress, Comedy",2019,FALSE
552,Veep,"Lead Actress, Comedy",2019,FALSE
553,Russian Doll,"Lead Actress, Comedy",2019,FALSE
554,Schitt’s Creek,"Lead Actress, Comedy",2019,FALSE
555,Fleabag,"Lead Actress, Comedy",2019,TRUE
556,The Kominsky Method,"Supporting Actor, Comedy",2019,FALSE
557,Barry,"Supporting Actor, Comedy",2019,FALSE
558,Veep,"Supporting Actor, Comedy",2019,FALSE
559,Barry,"Supporting Actor, Comedy",2019,FALSE
560,The Marvelous Mrs. Maisel,"Supporting Actor, Comedy",2019,TRUE
561,Barry,"Supporting Actor, Comedy",2019,FALSE
562,The Marvelous Mrs. Maisel,"Supporting Actress, Comedy",2019,FALSE
563,Veep,"Supporting Actress, Comedy",2019,FALSE
564,Fleabag,"Supporting Actress, Comedy",2019,FALSE
565,Fleabag,"Supporting Actress, Comedy",2019,FALSE
566,Glow,"Supporting Actress, Comedy",2019,FALSE
567,Barry,"Supporting Actress, Comedy",2019,FALSE
568,The Marvelous Mrs. Maisel,"Supporting Actress, Comedy",2019,TRUE
569,Saturday Night Live,"Supporting Actress, Comedy",2019,FALSE
570,Barry,Writing for a Comedy Series,2019,FALSE
571,Fleabag,Writing for a Comedy Series,2019,TRUE
572,Pen15,Writing for a Comedy Series,2019,FALSE
573,Russian Doll,Writing for a Comedy Series,2019,FALSE
574,Russian Doll,Writing for a Comedy Series,2019,FALSE
575,The Good Place,Writing for a Comedy Series,2019,FALSE
576,Barry,Directing for a Comedy Series,2019,FALSE
577,Barry,Directing for a Comedy Series,2019,FALSE
578,The Big Bang Theory,Directing for a Comedy Series,2019,FALSE
579,Fleabag,Directing for a Comedy Series,2019,TRUE
580,The Marvelous Mrs. Maisel,Directing for a Comedy Series,2019,FALSE
581,The Marvelous Mrs. Maisel,Directing for a Comedy Series,2019,FALSE
582,Chernobyl,Limited Series,2019,TRUE
583,Escape at Dannemora,Limited Series,2019,FALSE
584,Fosse/Verdon,Limited Series,2019,FALSE
585,Sharp Objects,Limited Series,2019,FALSE
586,When They See Us,Limited Series,2019,FALSE
587,Sharp Objects,"Lead Actress, TV Movie/Limited Series",2019,FALSE
588,Escape at Dannemora,"Lead Actress, TV Movie/Limited Series",2019,FALSE
589,When They See Us,"Lead Actress, TV Movie/Limited Series",2019,FALSE
590,The Act,"Lead Actress, TV Movie/Limited Series",2019,FALSE
591,When They See Us,"Lead Actress, TV Movie/Limited Series",2019,TRUE
592,Fosse/Verdon,"Lead Actress, TV Movie/Limited Series",2019,FALSE
593,True Detective,"Lead Actor, TV Movie/Limited Series",2019,FALSE
594,Escape at Dannemora,"Lead Actor, TV Movie/Limited Series",2019,FALSE
595,A Very English Scandal,"Lead Actor, TV Movie/Limited Series",2019,FALSE
596,Chernobyl,"Lead Actor, TV Movie/Limited Series",2019,FALSE
597,When They See Us,"Lead Actor, TV Movie/Limited Series",2019,FALSE
598,Fosse/Verdon,"Lead Actor, TV Movie/Limited Series",2019,FALSE
599,When They See Us,"Supporting Actor, TV Movie/Limited Series",2019,FALSE
600,Escape at Dannemora,"Supporting Actor, TV Movie/Limited Series",2019,FALSE
601,When They See Us,"Supporting Actor, TV Movie/Limited Series",2019,FALSE
602,Chernobyl,"Supporting Actor, TV Movie/Limited Series",2019,FALSE
603,A Very English Scandal,"Supporting Actor, TV Movie/Limited Series",2019,TRUE
604,When They See Us,"Supporting Actor, TV Movie/Limited Series",2019,FALSE
605,The Act,"Supporting Actress, TV Movie/Limited Series",2019,TRUE
606,When They See Us,"Supporting Actress, TV Movie/Limited Series",2019,FALSE
607,Sharp Objects,"Supporting Actress, TV Movie/Limited Series",2019,FALSE
608,When They See Us,"Supporting Actress, TV Movie/Limited Series",2019,FALSE
609,Fosse/Verdon,"Supporting Actress, TV Movie/Limited Series",2019,FALSE
610,Chernobyl,"Supporting Actress, TV Movie/Limited Series",2019,FALSE
611,A Very English Scandal,Directing for a TV Movie/Limited Series,2019,FALSE
612,Chernobyl,Directing for a TV Movie/Limited Series,2019,TRUE
613,Escape at Dannemora,Directing for a TV Movie/Limited Series,2019,FALSE
614,Fosse/Verdon,Directing for a TV Movie/Limited Series,2019,FALSE
615,Fosse/Verdon,Directing for a TV Movie/Limited Series,2019,FALSE
616,When They See Us,Directing for a TV Movie/Limited Series,2019,FALSE
617,A Very English Scandal,Writing for a TV Movie/Limited Series,2019,FALSE
618,Chernobyl,Writing for a TV Movie/Limited Series,2019,TRUE
619,Escape At Dannemora,Writing for a TV Movie/Limited Series,2019,FALSE
620,Escape At Dannemora,Writing for a TV Movie/Limited Series,2019,FALSE
621,Fosse/Verdon,Writing for a TV Movie/Limited Series,2019,FALSE
622,When They See Us,Writing for a TV Movie/Limited Series,2019,FALSE
623,Black Mirror,TV Movie,2019,TRUE
624,Brexit,TV Movie,2019,FALSE
625,Deadwood: The Movie,TV Movie,2019,FALSE
626,King Lear,TV Movie,2019,FALSE
627,My Dinner With Hervé,TV Movie,2019,FALSE
628,American Ninja Warrior,Reality Competition Series,2019,FALSE
629,Nailed It!,Reality Competition Series,2019,FALSE
630,RuPaul’s Drag Race,Reality Competition Series,2019,TRUE
631,The Amazing Race,Reality Competition Series,2019,FALSE
632,The Voice,Reality Competition Series,2019,FALSE
633,Top Chef,Reality Competition Series,2019,FALSE
634,The Daily Show With Trevor Noah,Variety Talk Series,2019,FALSE
635,Full Frontal with Samantha Bee,Variety Talk Series,2019,FALSE
636,Jimmy Kimmel Live!,Variety Talk Series,2019,FALSE
637,Last Week Tonight With John Oliver,Variety Talk Series,2019,TRUE
638,The Late Late Show With James Corden,Variety Talk Series,2019,FALSE
639,The Late Show With Stephen Colbert,Variety Talk Series,2019,FALSE
640,At Home With Amy Sedaris,Variety Sketch Series,2019,FALSE
641,Documentary Now!,Variety Sketch Series,2019,FALSE
642,Drunk History,Variety Sketch Series,2019,FALSE
643,I Love You America With Sarah Silverman,Variety Sketch Series,2019,FALSE
644,Saturday Night Live,Variety Sketch Series,2019,TRUE
645,Who Is America?,Variety Sketch Series,2019,FALSE
646,Better Call Saul,Drama Series,2020,FALSE
647,The Crown,Drama Series,2020,FALSE
648,The Handmaid’s Tale,Drama Series,2020,FALSE
649,Killing Eve,Drama Series,2020,FALSE
650,The Mandalorian,Drama Series,2020,FALSE
651,Ozark,Drama Series,2020,FALSE
652,Stranger Things,Drama Series,2020,FALSE
653,Succession,Drama Series,2020,TRUE
654,The Crown,"Supporting Actress, Drama",2020,FALSE
655,Big Little Lies,"Supporting Actress, Drama",2020,FALSE
656,Ozark,"Supporting Actress, Drama",2020,TRUE
657,Westworld,"Supporting Actress, Drama",2020,FALSE
658,Killing Eve,"Supporting Actress, Drama",2020,FALSE
659,Succession,"Supporting Actress, Drama",2020,FALSE
660,Big Little Lies,"Supporting Actress, Drama",2020,FALSE
661,The Handmaid’s Tale,"Supporting Actress, Drama",2020,FALSE
662,Succession,"Supporting Actor, Drama",2020,FALSE
663,The Morning Show,"Supporting Actor, Drama",2020,TRUE
664,Succession,"Supporting Actor, Drama",2020,FALSE
665,The Morning Show,"Supporting Actor, Drama",2020,FALSE
666,Better Call Saul,"Supporting Actor, Drama",2020,FALSE
667,Succession,"Supporting Actor, Drama",2020,FALSE
668,The Handmaid’s Tale,"Supporting Actor, Drama",2020,FALSE
669,Westworld,"Supporting Actor, Drama",2020,FALSE
670,The Crown,Directing for a Drama,2020,FALSE
671,The Crown,Directing for a Drama,2020,FALSE
672,Homeland,Directing for a Drama,2020,FALSE
673,The Morning Show,Directing for a Drama,2020,FALSE
674,Ozark,Directing for a Drama,2020,FALSE
675,Ozark,Directing for a Drama,2020,FALSE
676,Succession,Directing for a Drama,2020,TRUE
677,Succession,Directing for a Drama,2020,FALSE
678,Better Call Saul,Writing for a Drama Series,2020,FALSE
679,Better Call Saul,Writing for a Drama Series,2020,FALSE
680,The Crown,Writing for a Drama Series,2020,FALSE
681,Ozark,Writing for a Drama Series,2020,FALSE
682,Ozark,Writing for a Drama Series,2020,FALSE
683,Ozark,Writing for a Drama Series,2020,FALSE
684,Succession,Writing for a Drama Series,2020,TRUE
685,The Morning Show,"Lead Actress, Drama",2020,FALSE
686,The Crown,"Lead Actress, Drama",2020,FALSE
687,Killing Eve,"Lead Actress, Drama",2020,FALSE
688,Ozark,"Lead Actress, Drama",2020,FALSE
689,Killing Eve,"Lead Actress, Drama",2020,FALSE
690,Euphoria,"Lead Actress, Drama",2020,TRUE
691,Ozark,"Lead Actor, Drama",2020,FALSE
692,This Is Us,"Lead Actor, Drama",2020,FALSE
693,The Morning Show,"Lead Actor, Drama",2020,FALSE
694,Succession,"Lead Actor, Drama",2020,FALSE
695,Pose,"Lead Actor, Drama",2020,FALSE
696,Succession,"Lead Actor, Drama",2020,TRUE
697,The Masked Singer,Reality Competition Series,2020,FALSE
698,Nailed It!,Reality Competition Series,2020,FALSE
699,RuPaul’s Drag Race,Reality Competition Series,2020,TRUE
700,Top Chef,Reality Competition Series,2020,FALSE
701,The Voice,Reality Competition Series,2020,FALSE
702,Little Fires Everywhere,Limited Series,2020,FALSE
703,Mrs. America,Limited Series,2020,FALSE
704,Unbelievable,Limited Series,2020,FALSE
705,Unorthodox,Limited Series,2020,FALSE
706,Watchmen,Limited Series,2020,TRUE
707,Mrs. America,"Supporting Actress, TV Movie/Limited Series",2020,TRUE
708,Unbelievable,"Supporting Actress, TV Movie/Limited Series",2020,FALSE
709,Mrs. America,"Supporting Actress, TV Movie/Limited Series",2020,FALSE
710,Watchmen,"Supporting Actress, TV Movie/Limited Series",2020,FALSE
711,Hollywood,"Supporting Actress, TV Movie/Limited Series",2020,FALSE
712,Mrs. America,"Supporting Actress, TV Movie/Limited Series",2020,FALSE
713,Watchmen,"Supporting Actor, TV Movie/Limited Series",2020,TRUE
714,Watchmen,"Supporting Actor, TV Movie/Limited Series",2020,FALSE
715,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,"Supporting Actor, TV Movie/Limited Series",2020,FALSE
716,Watchmen,"Supporting Actor, TV Movie/Limited Series",2020,FALSE
717,Hollywood,"Supporting Actor, TV Movie/Limited Series",2020,FALSE
718,Hollywood,"Supporting Actor, TV Movie/Limited Series",2020,FALSE
719,Little Fires Everywhere,Directing for a TV Movie/Limited Series,2020,FALSE
720,Normal People,Directing for a TV Movie/Limited Series,2020,FALSE
721,Unorthodox,Directing for a TV Movie/Limited Series,2020,TRUE
722,Watchmen,Directing for a TV Movie/Limited Series,2020,FALSE
723,Watchmen,Directing for a TV Movie/Limited Series,2020,FALSE
724,Watchmen,Directing for a TV Movie/Limited Series,2020,FALSE
725,Mrs. America,Writing for a TV Movie/Limited Series,2020,FALSE
726,Normal People,Writing for a TV Movie/Limited Series,2020,FALSE
727,Unbelievable,Writing for a TV Movie/Limited Series,2020,FALSE
728,Unorthodox,Writing for a TV Movie/Limited Series,2020,FALSE
729,Watchmen,Writing for a TV Movie/Limited Series,2020,TRUE
730,Watchmen,"Lead Actor, TV Movie/Limited Series",2020,FALSE
731,Bad Education,"Lead Actor, TV Movie/Limited Series",2020,FALSE
732,Normal People,"Lead Actor, TV Movie/Limited Series",2020,FALSE
733,Hollywood,"Lead Actor, TV Movie/Limited Series",2020,FALSE
734,I Know This Much Is True,"Lead Actor, TV Movie/Limited Series",2020,TRUE
735,Mrs. America,"Lead Actress, TV Movie/Limited Series",2020,FALSE
736,Unorthodox,"Lead Actress, TV Movie/Limited Series",2020,FALSE
737,Watchmen,"Lead Actress, TV Movie/Limited Series",2020,TRUE
738,Self Made,"Lead Actress, TV Movie/Limited Series",2020,FALSE
739,Little Fires Everywhere,"Lead Actress, TV Movie/Limited Series",2020,FALSE
740,The Daily Show With Trevor Noah,Variety Talk Series,2020,FALSE
741,Full Frontal with Samantha Bee,Variety Talk Series,2020,FALSE
742,Jimmy Kimmel Live!,Variety Talk Series,2020,FALSE
743,Last Week Tonight With John Oliver,Variety Talk Series,2020,TRUE
744,The Late Show With Stephen Colbert,Variety Talk Series,2020,FALSE
745,Curb Your Enthusiasm,Comedy Series,2020,FALSE
746,Dead to Me,Comedy Series,2020,FALSE
747,The Good Place,Comedy Series,2020,FALSE
748,Insecure,Comedy Series,2020,FALSE
749,The Kominsky Method,Comedy Series,2020,FALSE
750,The Marvelous Mrs. Maisel,Comedy Series,2020,FALSE
751,Schitt’s Creek,Comedy Series,2020,TRUE
752,What We Do in the Shadows,Comedy Series,2020,FALSE
753,The Marvelous Mrs. Maisel,"Supporting Actress, Comedy",2020,FALSE
754,The Good Place,"Supporting Actress, Comedy",2020,FALSE
755,GLOW,"Supporting Actress, Comedy",2020,FALSE
756,The Marvelous Mrs. Maisel,"Supporting Actress, Comedy",2020,FALSE
757,Saturday Night Live,"Supporting Actress, Comedy",2020,FALSE
758,Schitt’s Creek,"Supporting Actress, Comedy",2020,TRUE
759,Insecure,"Supporting Actress, Comedy",2020,FALSE
760,Saturday Night Live,"Supporting Actress, Comedy",2020,FALSE
761,Ramy,"Supporting Actor, Comedy",2020,FALSE
762,The Kominsky Method,"Supporting Actor, Comedy",2020,FALSE
763,Brooklyn Nine-Nine,"Supporting Actor, Comedy",2020,FALSE
764,The Marvelous Mrs. Maisel,"Supporting Actor, Comedy",2020,FALSE
765,The Good Place,"Supporting Actor, Comedy",2020,FALSE
766,Schitt’s Creek,"Supporting Actor, Comedy",2020,TRUE
767,The Marvelous Mrs. Maisel,"Supporting Actor, Comedy",2020,FALSE
768,Saturday Night Live,"Supporting Actor, Comedy",2020,FALSE
769,The Great,Directing for a Comedy Series,2020,FALSE
770,The Marvelous Mrs. Maisel,Directing for a Comedy Series,2020,FALSE
771,The Marvelous Mrs. Maisel,Directing for a Comedy Series,2020,FALSE
772,Modern Family,Directing for a Comedy Series,2020,FALSE
773,Ramy,Directing for a Comedy Series,2020,FALSE
774,Schitt’s Creek,Directing for a Comedy Series,2020,TRUE
775,Will & Grace,Directing for a Comedy Series,2020,FALSE
776,The Good Place,Writing for a Comedy Series,2020,FALSE
777,The Great,Writing for a Comedy Series,2020,FALSE
778,Schitt’s Creek,Writing for a Comedy Series,2020,TRUE
779,Schitt’s Creek,Writing for a Comedy Series,2020,FALSE
780,What We Do In the Shadows,Writing for a Comedy Series,2020,FALSE
781,What We Do In the Shadows,Writing for a Comedy Series,2020,FALSE
782,What We Do In the Shadows,Writing for a Comedy Series,2020,FALSE
783,Black-ish,"Lead Actor, Comedy",2020,FALSE
784,Black Monday,"Lead Actor, Comedy",2020,FALSE
785,The Good Place,"Lead Actor, Comedy",2020,FALSE
786,The Kominsky Method,"Lead Actor, Comedy",2020,FALSE
787,Schitt’s Creek,"Lead Actor, Comedy",2020,TRUE
788,Ramy,"Lead Actor, Comedy",2020,FALSE
789,Dead to Me,"Lead Actress, Comedy",2020,FALSE
790,The Marvelous Mrs. Maisel,"Lead Actress, Comedy",2020,FALSE
791,Dead to Me,"Lead Actress, Comedy",2020,FALSE
792,Schitt’s Creek,"Lead Actress, Comedy",2020,TRUE
793,Insecure,"Lead Actress, Comedy",2020,FALSE
794,Black-ish,"Lead Actress, Comedy",2020,FALSE
