index,title,awards,year,is_winner,channel
423,american horror story: cult,"Lead Actress, TV Movie/Limited Series",2018,FALSE,
424,godless,Directing for a TV Movie/Limited Series,2018,FALSE,Netflix
425,jesus christ superstar live in concert,Directing for a TV Movie/Limited Series,2018,FALSE,NBC
426,paterno,Directing for a TV Movie/Limited Series,2018,FALSE,HBO
427,twin peaks,Directing for a TV Movie/Limited Series,2018,FALSE,Showtime
428,patrick melrose,Directing for a TV Movie/Limited Series,2018,FALSE,Showtime
429,the assassination of gianni versace: american crime story,Directing for a TV Movie/Limited Series,2018,TRUE,
430,the looming tower,Directing for a TV Movie/Limited Series,2018,FALSE,Hulu
431,american vandal,Writing for a TV Movie/Limited Series,2018,FALSE,Netflix
432,godless,Writing for a TV Movie/Limited Series,2018,FALSE,Netflix
433,patrick melrose,Writing for a TV Movie/Limited Series,2018,FALSE,Showtime
434,the assassination of gianni versace: american crime story,Writing for a TV Movie/Limited Series,2018,FALSE,
435,twin peaks,Writing for a TV Movie/Limited Series,2018,FALSE,Showtime
436,u.s.s. callister (black mirror),Writing for a TV Movie/Limited Series,2018,TRUE,
437,godless,"Supporting Actor, TV Movie/Limited Series",2018,TRUE,Netflix
438,jesus christ superstar live in concert,"Supporting Actor, TV Movie/Limited Series",2018,FALSE,NBC
439,aco,"Supporting Actor, TV Movie/Limited Series",2018,FALSE,
440,the assassination of gianni versace: american crime story,"Supporting Actor, TV Movie/Limited Series",2018,FALSE,
441,the assassination of gianni versace: american crime story,"Supporting Actor, TV Movie/Limited Series",2018,FALSE,
442,the looming tower,"Supporting Actor, TV Movie/Limited Series",2018,FALSE,Hulu
443,the assassination of gianni versace: american crime story,"Supporting Actor, TV Movie/Limited Series",2018,FALSE,
444,jesus christ superstar live in concert,"Supporting Actress, TV Movie/Limited Series",2018,FALSE,NBC
445,the assassination of gianni versace: american crime story,"Supporting Actress, TV Movie/Limited Series",2018,FALSE,
446,the assassination of gianni versace: american crime story,"Supporting Actress, TV Movie/Limited Series",2018,FALSE,
447,american horror story: cult,"Supporting Actress, TV Movie/Limited Series",2018,FALSE,
448,godless,"Supporting Actress, TV Movie/Limited Series",2018,TRUE,Netflix
449,black museum (black mirror),"Supporting Actress, TV Movie/Limited Series",2018,FALSE,
450,black-ish,"Lead Actor, Comedy",2018,FALSE,ABC
451,the good place,"Lead Actor, Comedy",2018,FALSE,NBC
452,curb your enthusiasm,"Lead Actor, Comedy",2018,FALSE,HBO
453,atlanta,"Lead Actor, Comedy",2018,FALSE,FX
454,barry,"Lead Actor, Comedy",2018,TRUE,HBO
455,shameless,"Lead Actor, Comedy",2018,FALSE,Showtime
456,better things,"Lead Actress, Comedy",2018,FALSE,FX
457,the marvelous mrs. maisel,"Lead Actress, Comedy",2018,TRUE,
458,mom,"Lead Actress, Comedy",2018,FALSE,CBS
459,nsecure,"Lead Actress, Comedy",2018,FALSE,
460,black-ish,"Lead Actress, Comedy",2018,FALSE,ABC
461,grace and frankie,"Lead Actress, Comedy",2018,FALSE,Netflix
462,atlanta,Directing for a Comedy Series,2018,FALSE,FX
463,atlanta,Directing for a Comedy Series,2018,FALSE,FX
464,barry,Directing for a Comedy Series,2018,FALSE,HBO
465,glow,Directing for a Comedy Series,2018,FALSE,Netflix
466,silicon valley,Directing for a Comedy Series,2018,FALSE,HBO
467,the marvelous mrs. maisel,Directing for a Comedy Series,2018,TRUE,
468,the big bang theory,Directing for a Comedy Series,2018,FALSE,CBS
469,atlanta,Writing for a Comedy Series,2018,FALSE,FX
470,atlanta,Writing for a Comedy Series,2018,FALSE,FX
471,barry,Writing for a Comedy Series,2018,FALSE,HBO
472,barry,Writing for a Comedy Series,2018,FALSE,HBO
473,silicon valley,Writing for a Comedy Series,2018,FALSE,HBO
474,the marvelous mrs. maisel,Writing for a Comedy Series,2018,TRUE,
475,atlanta,"Supporting Actress, Comedy",2018,FALSE,FX
476,the marvelous  mrs. maisel,"Supporting Actress, Comedy",2018,TRUE,
477,saturday night live,"Supporting Actress, Comedy",2018,FALSE,NBC
478,glow,"Supporting Actress, Comedy",2018,FALSE,Netflix
479,saturday night live,"Supporting Actress, Comedy",2018,FALSE,NBC
480,saturday night live,"Supporting Actress, Comedy",2018,FALSE,NBC
481,oseanne,"Supporting Actress, Comedy",2018,FALSE,
482,ill & grace,"Supporting Actress, Comedy",2018,FALSE,
483,baskets,"Supporting Actor, Comedy",2018,FALSE,FX
484,saturday night live,"Supporting Actor, Comedy",2018,FALSE,NBC
485,unbreakable kimmy schmidt,"Supporting Actor, Comedy",2018,FALSE,Netflix
486,atlanta,"Supporting Actor, Comedy",2018,FALSE,FX
487,the marvelous mrs. maisel,"Supporting Actor, Comedy",2018,FALSE,
488,saturday night live,"Supporting Actor, Comedy",2018,FALSE,NBC
489,barry,"Supporting Actor, Comedy",2018,TRUE,HBO
490,better call saul,Drama Series,2019,FALSE,Netflix
491,bodyguard,Drama Series,2019,FALSE,Netflix
492,game of thrones,Drama Series,2019,TRUE,HBO
493,killing eve,Drama Series,2019,FALSE,BBC
494,ozark,Drama Series,2019,FALSE,Netflix
495,pose,Drama Series,2019,TRUE,FX
496,succession,Drama Series,2019,FALSE,HBO
497,this is us,Drama Series,2019,FALSE,ABC
498,ozark,"Lead Actor, Drama",2019,FALSE,Netflix
499,this is us,"Lead Actor, Drama",2019,FALSE,ABC
500,game of thrones,"Lead Actor, Drama",2019,FALSE,HBO
501,better call saul,"Lead Actor, Drama",2019,FALSE,Netflix
502,pose,"Lead Actor, Drama",2019,FALSE,FX
503,this is us,"Lead Actor, Drama",2019,FALSE,ABC
504,game of thrones,"Lead Actress, Drama",2019,FALSE,HBO
505,killing eve,"Lead Actress, Drama",2019,TRUE,BBC
506,how to get away with murder,"Lead Actress, Drama",2019,FALSE,ABC
507,ozark,"Lead Actress, Drama",2019,FALSE,Netflix
508,this is us,"Lead Actress, Drama",2019,FALSE,ABC
509,killing eve,"Lead Actress, Drama",2019,FALSE,BBC
510,house of cards,"Lead Actress, Drama",2019,FALSE,Netflix
511,game of thrones,"Supporting Actor, Drama",2019,FALSE,HBO
512,better call saul,"Supporting Actor, Drama",2019,FALSE,Netflix
513,game of thrones,"Supporting Actor, Drama",2019,FALSE,HBO
514,game of thrones,"Supporting Actor, Drama",2019,TRUE,HBO
515,better call saul,"Supporting Actor, Drama",2019,FALSE,Netflix
516,house of cards,"Supporting Actor, Drama",2019,FALSE,Netflix
517,this is us,"Supporting Actor, Drama",2019,FALSE,ABC
518,game of thrones,"Supporting Actress, Drama",2019,FALSE,HBO
519,ozark,"Supporting Actress, Drama",2019,TRUE,Netflix
520,game of thrones,"Supporting Actress, Drama",2019,FALSE,HBO
521,killing eve,"Supporting Actress, Drama",2019,FALSE,BBC
522,game of thrones,"Supporting Actress, Drama",2019,FALSE,HBO
523,game of thrones,"Supporting Actress, Drama",2019,FALSE,HBO
524,game of thrones,Directing for a Drama,2019,FALSE,HBO
525,game of thrones,Directing for a Drama,2019,FALSE,HBO
526,game of thrones,Directing for a Drama,2019,FALSE,HBO
527,killing eve,Directing for a Drama,2019,FALSE,BBC
528,ozark,Directing for a Drama,2019,TRUE,Netflix
529,succession,Directing for a Drama,2019,FALSE,HBO
530,the handmaid's tale,Directing for a Drama,2019,FALSE,
531,better call saul,Writing for a Drama Series,2019,FALSE,Netflix
532,bodyguard,Writing for a Drama Series,2019,FALSE,Netflix
533,game of thrones,Writing for a Drama Series,2019,FALSE,HBO
534,killing eve,Writing for a Drama Series,2019,FALSE,BBC
535,succession,Writing for a Drama Series,2019,TRUE,HBO
536,the handmaid’s tale,Writing for a Drama Series,2019,FALSE,
537,barry,Comedy Series,2019,FALSE,HBO
538,fleabag,Comedy Series,2019,TRUE,Fleabag
539,the good place,Comedy Series,2019,FALSE,NBC
540,the marvelous mrs. maisel,Comedy Series,2019,FALSE,
541,russian doll,Comedy Series,2019,FALSE,Netflix
542,schitt’s creek,Comedy Series,2019,FALSE,Pop TV
543,veep,Comedy Series,2019,FALSE,HBO
544,black-ish,"Lead Actor, Comedy",2019,FALSE,ABC
545,black monday,"Lead Actor, Comedy",2019,FALSE,Showtime
546,the good place,"Lead Actor, Comedy",2019,FALSE,NBC
547,the kominsky method,"Lead Actor, Comedy",2019,FALSE,Netflix
548,barry,"Lead Actor, Comedy",2019,TRUE,HBO
549,schitt’s creek,"Lead Actor, Comedy",2019,FALSE,Pop TV
550,dead to me,"Lead Actress, Comedy",2019,FALSE,CBS
551,the marvelous mrs. maisel,"Lead Actress, Comedy",2019,FALSE,
552,veep,"Lead Actress, Comedy",2019,FALSE,HBO
553,russian doll,"Lead Actress, Comedy",2019,FALSE,Netflix
554,schitt’s creek,"Lead Actress, Comedy",2019,FALSE,Pop TV
555,fleabag,"Lead Actress, Comedy",2019,TRUE,Fleabag
556,the kominsky method,"Supporting Actor, Comedy",2019,FALSE,Netflix
557,barry,"Supporting Actor, Comedy",2019,FALSE,HBO
558,veep,"Supporting Actor, Comedy",2019,FALSE,HBO
559,barry,"Supporting Actor, Comedy",2019,FALSE,HBO
560,the marvelous mrs. maisel,"Supporting Actor, Comedy",2019,TRUE,
561,barry,"Supporting Actor, Comedy",2019,FALSE,HBO
562,the marvelous mrs. maisel,"Supporting Actress, Comedy",2019,FALSE,
563,veep,"Supporting Actress, Comedy",2019,FALSE,HBO
564,fleabag,"Supporting Actress, Comedy",2019,FALSE,Fleabag
565,fleabag,"Supporting Actress, Comedy",2019,FALSE,Fleabag
566,glow,"Supporting Actress, Comedy",2019,FALSE,Netflix
567,barry,"Supporting Actress, Comedy",2019,FALSE,HBO
568,the marvelous mrs. maisel,"Supporting Actress, Comedy",2019,TRUE,
569,saturday night live,"Supporting Actress, Comedy",2019,FALSE,NBC
570,barry,Writing for a Comedy Series,2019,FALSE,HBO
571,fleabag,Writing for a Comedy Series,2019,TRUE,Fleabag
572,pen15,Writing for a Comedy Series,2019,FALSE,Hulu
573,russian doll,Writing for a Comedy Series,2019,FALSE,Netflix
574,russian doll,Writing for a Comedy Series,2019,FALSE,Netflix
575,the good place,Writing for a Comedy Series,2019,FALSE,NBC
576,barry,Directing for a Comedy Series,2019,FALSE,HBO
577,barry,Directing for a Comedy Series,2019,FALSE,HBO
578,the big bang theory,Directing for a Comedy Series,2019,FALSE,CBS
579,fleabag,Directing for a Comedy Series,2019,TRUE,Fleabag
580,the marvelous mrs. maisel,Directing for a Comedy Series,2019,FALSE,
581,the marvelous mrs. maisel,Directing for a Comedy Series,2019,FALSE,
582,chernobyl,Limited Series,2019,TRUE,HBO
583,escape at dannemora,Limited Series,2019,FALSE,Showtime
584,fosse/verdon,Limited Series,2019,FALSE,FX
585,sharp objects,Limited Series,2019,FALSE,HBO
586,when they see us,Limited Series,2019,FALSE,Netflix
587,sharp objects,"Lead Actress, TV Movie/Limited Series",2019,FALSE,HBO
588,escape at dannemora,"Lead Actress, TV Movie/Limited Series",2019,FALSE,Showtime
589,when they see us,"Lead Actress, TV Movie/Limited Series",2019,FALSE,Netflix
590,the act,"Lead Actress, TV Movie/Limited Series",2019,FALSE,Hulu
591,when they see us,"Lead Actress, TV Movie/Limited Series",2019,TRUE,Netflix
592,fosse/verdon,"Lead Actress, TV Movie/Limited Series",2019,FALSE,FX
593,true detective,"Lead Actor, TV Movie/Limited Series",2019,FALSE,HBO
594,escape at dannemora,"Lead Actor, TV Movie/Limited Series",2019,FALSE,Showtime
595,a very english scandal,"Lead Actor, TV Movie/Limited Series",2019,FALSE,Amazon Studios
596,chernobyl,"Lead Actor, TV Movie/Limited Series",2019,FALSE,HBO
597,when they see us,"Lead Actor, TV Movie/Limited Series",2019,FALSE,Netflix
598,fosse/verdon,"Lead Actor, TV Movie/Limited Series",2019,FALSE,FX
599,when they see us,"Supporting Actor, TV Movie/Limited Series",2019,FALSE,Netflix
600,escape at dannemora,"Supporting Actor, TV Movie/Limited Series",2019,FALSE,Showtime
601,when they see us,"Supporting Actor, TV Movie/Limited Series",2019,FALSE,Netflix
602,chernobyl,"Supporting Actor, TV Movie/Limited Series",2019,FALSE,HBO
603,a very english scandal,"Supporting Actor, TV Movie/Limited Series",2019,TRUE,Amazon Studios
604,when they see us,"Supporting Actor, TV Movie/Limited Series",2019,FALSE,Netflix
605,the act,"Supporting Actress, TV Movie/Limited Series",2019,TRUE,Hulu
606,when they see us,"Supporting Actress, TV Movie/Limited Series",2019,FALSE,Netflix
607,sharp objects,"Supporting Actress, TV Movie/Limited Series",2019,FALSE,HBO
608,when they see us,"Supporting Actress, TV Movie/Limited Series",2019,FALSE,Netflix
609,fosse/verdon,"Supporting Actress, TV Movie/Limited Series",2019,FALSE,FX
610,chernobyl,"Supporting Actress, TV Movie/Limited Series",2019,FALSE,HBO
611,a very english scandal,Directing for a TV Movie/Limited Series,2019,FALSE,Amazon Studios
612,chernobyl,Directing for a TV Movie/Limited Series,2019,TRUE,HBO
613,escape at dannemora,Directing for a TV Movie/Limited Series,2019,FALSE,Showtime
614,fosse/verdon,Directing for a TV Movie/Limited Series,2019,FALSE,FX
615,fosse/verdon,Directing for a TV Movie/Limited Series,2019,FALSE,FX
616,when they see us,Directing for a TV Movie/Limited Series,2019,FALSE,Netflix
617,a very english scandal,Writing for a TV Movie/Limited Series,2019,FALSE,Amazon Studios
618,chernobyl,Writing for a TV Movie/Limited Series,2019,TRUE,HBO
619,escape at dannemora,Writing for a TV Movie/Limited Series,2019,FALSE,Showtime
620,escape at dannemora,Writing for a TV Movie/Limited Series,2019,FALSE,Showtime
621,fosse/verdon,Writing for a TV Movie/Limited Series,2019,FALSE,FX
622,when they see us,Writing for a TV Movie/Limited Series,2019,FALSE,Netflix
623,black mirror: bandersnatch,TV Movie,2019,TRUE,
624,brexit,TV Movie,2019,FALSE,HBO
625,deadwood: the movie,TV Movie,2019,FALSE,HBO
626,king lear,TV Movie,2019,FALSE,Amazon Studios
627,my dinner with hervé,TV Movie,2019,FALSE,HBO
628,american ninja warrior,Reality Competition Series,2019,FALSE,NBC
629,nailed it!,Reality Competition Series,2019,FALSE,Netflix
630,rupaul’s drag race,Reality Competition Series,2019,TRUE,
631,the amazing race,Reality Competition Series,2019,FALSE,CBS
632,the voice,Reality Competition Series,2019,FALSE,NBC
633,top chef,Reality Competition Series,2019,FALSE,Bravo
634,the daily show with trevor noah,Variety Talk Series,2019,FALSE,Comedy Central
635,full frontal with samantha bee,Variety Talk Series,2019,FALSE,TBS
636,jimmy kimmel live!,Variety Talk Series,2019,FALSE,ABC
637,last week tonight with john oliver,Variety Talk Series,2019,TRUE,HBO
638,the late late show with james corden,Variety Talk Series,2019,FALSE,CBS
639,the late show with stephen colbert,Variety Talk Series,2019,FALSE,CBS
640,at home with amy sedaris,Variety Sketch Series,2019,FALSE,truTV
641,documentary now!,Variety Sketch Series,2019,FALSE,IFC
642,drunk history,Variety Sketch Series,2019,FALSE,Comedy Central
643,i love you america with sarah silverman,Variety Sketch Series,2019,FALSE,Hulu
644,saturday night live,Variety Sketch Series,2019,TRUE,NBC
645,who is america?,Variety Sketch Series,2019,FALSE,Showtime
646,better call saul,Drama Series,2020,FALSE,Netflix
647,the crown,Drama Series,2020,FALSE,Netflix
648,the handmaid’s tale,Drama Series,2020,FALSE,
649,killing eve,Drama Series,2020,FALSE,BBC
650,the mandalorian,Drama Series,2020,FALSE,Disney+
651,ozark,Drama Series,2020,FALSE,Netflix
652,stranger things,Drama Series,2020,FALSE,Netflix
653,succession,Drama Series,2020,TRUE,HBO
654,the crown,"Supporting Actress, Drama",2020,FALSE,Netflix
655,big little lies,"Supporting Actress, Drama",2020,FALSE,HBO
656,ozark,"Supporting Actress, Drama",2020,TRUE,Netflix
657,westworld,"Supporting Actress, Drama",2020,FALSE,HBO
658,killing eve,"Supporting Actress, Drama",2020,FALSE,BBC
659,succession,"Supporting Actress, Drama",2020,FALSE,HBO
660,big little lies,"Supporting Actress, Drama",2020,FALSE,HBO
661,the handmaid’s tale,"Supporting Actress, Drama",2020,FALSE,
662,succession,"Supporting Actor, Drama",2020,FALSE,HBO
663,the morning show,"Supporting Actor, Drama",2020,TRUE,Apple TV
664,succession,"Supporting Actor, Drama",2020,FALSE,HBO
665,the morning show,"Supporting Actor, Drama",2020,FALSE,Apple TV
666,better call saul,"Supporting Actor, Drama",2020,FALSE,Netflix
667,succession,"Supporting Actor, Drama",2020,FALSE,HBO
668,the handmaid’s tale,"Supporting Actor, Drama",2020,FALSE,
669,westworld,"Supporting Actor, Drama",2020,FALSE,HBO
670,the crown,Directing for a Drama,2020,FALSE,Netflix
671,the crown,Directing for a Drama,2020,FALSE,Netflix
672,homeland,Directing for a Drama,2020,FALSE,Showtime
673,the morning show,Directing for a Drama,2020,FALSE,Apple TV
674,ozark,Directing for a Drama,2020,FALSE,Netflix
675,ozark,Directing for a Drama,2020,FALSE,Netflix
676,succession,Directing for a Drama,2020,TRUE,HBO
677,succession,Directing for a Drama,2020,FALSE,HBO
678,better call saul,Writing for a Drama Series,2020,FALSE,Netflix
679,better call saul,Writing for a Drama Series,2020,FALSE,Netflix
680,the crown,Writing for a Drama Series,2020,FALSE,Netflix
681,ozark,Writing for a Drama Series,2020,FALSE,Netflix
682,ozark,Writing for a Drama Series,2020,FALSE,Netflix
683,ozark,Writing for a Drama Series,2020,FALSE,Netflix
684,succession,Writing for a Drama Series,2020,TRUE,HBO
685,the morning show,"Lead Actress, Drama",2020,FALSE,Apple TV
686,the crown,"Lead Actress, Drama",2020,FALSE,Netflix
687,killing eve,"Lead Actress, Drama",2020,FALSE,BBC
688,ozark,"Lead Actress, Drama",2020,FALSE,Netflix
689,killing eve,"Lead Actress, Drama",2020,FALSE,BBC
690,euphoria,"Lead Actress, Drama",2020,TRUE,HBO
691,ozark,"Lead Actor, Drama",2020,FALSE,Netflix
692,this is us,"Lead Actor, Drama",2020,FALSE,ABC
693,the morning show,"Lead Actor, Drama",2020,FALSE,Apple TV
694,succession,"Lead Actor, Drama",2020,FALSE,HBO
695,pose,"Lead Actor, Drama",2020,FALSE,FX
696,succession,"Lead Actor, Drama",2020,TRUE,HBO
697,the masked singer,Reality Competition Series,2020,FALSE,Fox
698,nailed it!,Reality Competition Series,2020,FALSE,Netflix
699,rupaul’s drag race,Reality Competition Series,2020,TRUE,
700,top chef,Reality Competition Series,2020,FALSE,Bravo
701,the voice,Reality Competition Series,2020,FALSE,NBC
702,little fires everywhere,Limited Series,2020,FALSE,Huu
703,mrs. america,Limited Series,2020,FALSE,FX
704,unbelievable,Limited Series,2020,FALSE,CBS
705,unorthodox,Limited Series,2020,FALSE,Netflix
706,watchmen,Limited Series,2020,TRUE,HBO
707,mrs. america,"Supporting Actress, TV Movie/Limited Series",2020,TRUE,FX
708,unbelievable,"Supporting Actress, TV Movie/Limited Series",2020,FALSE,CBS
709,mrs. america,"Supporting Actress, TV Movie/Limited Series",2020,FALSE,FX
710,watchmen,"Supporting Actress, TV Movie/Limited Series",2020,FALSE,HBO
711,hollywood,"Supporting Actress, TV Movie/Limited Series",2020,FALSE,Netflix
712,mrs. america,"Supporting Actress, TV Movie/Limited Series",2020,FALSE,FX
713,watchmen,"Supporting Actor, TV Movie/Limited Series",2020,TRUE,HBO
714,watchmen,"Supporting Actor, TV Movie/Limited Series",2020,FALSE,HBO
715,unbreakable kimmy schmidt: kimmy vs. the reverend,"Supporting Actor, TV Movie/Limited Series",2020,FALSE,
716,watchmen,"Supporting Actor, TV Movie/Limited Series",2020,FALSE,HBO
717,hollywood,"Supporting Actor, TV Movie/Limited Series",2020,FALSE,Netflix
718,hollywood,"Supporting Actor, TV Movie/Limited Series",2020,FALSE,Netflix
719,little fires everywhere,Directing for a TV Movie/Limited Series,2020,FALSE,Huu
720,normal people,Directing for a TV Movie/Limited Series,2020,FALSE,Hulu
721,unorthodox,Directing for a TV Movie/Limited Series,2020,TRUE,Netflix
722,watchmen,Directing for a TV Movie/Limited Series,2020,FALSE,HBO
723,watchmen,Directing for a TV Movie/Limited Series,2020,FALSE,HBO
724,watchmen,Directing for a TV Movie/Limited Series,2020,FALSE,HBO
725,mrs. america,Writing for a TV Movie/Limited Series,2020,FALSE,FX
726,normal people,Writing for a TV Movie/Limited Series,2020,FALSE,Hulu
727,unbelievable,Writing for a TV Movie/Limited Series,2020,FALSE,CBS
728,unorthodox,Writing for a TV Movie/Limited Series,2020,FALSE,Netflix
729,watchmen,Writing for a TV Movie/Limited Series,2020,TRUE,HBO
730,watchmen,"Lead Actor, TV Movie/Limited Series",2020,FALSE,HBO
731,bad education,"Lead Actor, TV Movie/Limited Series",2020,FALSE,HBO
732,normal people,"Lead Actor, TV Movie/Limited Series",2020,FALSE,Hulu
733,hollywood,"Lead Actor, TV Movie/Limited Series",2020,FALSE,Netflix
734,i know this much is true,"Lead Actor, TV Movie/Limited Series",2020,TRUE,HBO
735,mrs. america,"Lead Actress, TV Movie/Limited Series",2020,FALSE,FX
736,unorthodox,"Lead Actress, TV Movie/Limited Series",2020,FALSE,Netflix
737,watchmen,"Lead Actress, TV Movie/Limited Series",2020,TRUE,HBO
738,self made,"Lead Actress, TV Movie/Limited Series",2020,FALSE,Netflix
739,little fires everywhere,"Lead Actress, TV Movie/Limited Series",2020,FALSE,Huu
740,the daily show with trevor noah,Variety Talk Series,2020,FALSE,Comedy Central
741,full frontal with samantha bee,Variety Talk Series,2020,FALSE,TBS
742,jimmy kimmel live!,Variety Talk Series,2020,FALSE,ABC
743,last week tonight with john oliver,Variety Talk Series,2020,TRUE,HBO
744,the late show with stephen colbert,Variety Talk Series,2020,FALSE,CBS
745,curb your enthusiasm,Comedy Series,2020,FALSE,HBO
746,dead to me,Comedy Series,2020,FALSE,CBS
747,the good place,Comedy Series,2020,FALSE,NBC
748,insecure,Comedy Series,2020,FALSE,HBO
749,the kominsky method,Comedy Series,2020,FALSE,Netflix
750,the marvelous mrs. maisel,Comedy Series,2020,FALSE,
751,schitt’s creek,Comedy Series,2020,TRUE,Pop TV
752,what we do in the shadows,Comedy Series,2020,FALSE,FX
753,the marvelous mrs. maisel,"Supporting Actress, Comedy",2020,FALSE,
754,the good place,"Supporting Actress, Comedy",2020,FALSE,NBC
755,glow,"Supporting Actress, Comedy",2020,FALSE,Netflix
756,the marvelous mrs. maisel,"Supporting Actress, Comedy",2020,FALSE,
757,saturday night live,"Supporting Actress, Comedy",2020,FALSE,NBC
758,schitt’s creek,"Supporting Actress, Comedy",2020,TRUE,Pop TV
759,insecure,"Supporting Actress, Comedy",2020,FALSE,HBO
760,saturday night live,"Supporting Actress, Comedy",2020,FALSE,NBC
761,ramy,"Supporting Actor, Comedy",2020,FALSE,Hulu
762,the kominsky method,"Supporting Actor, Comedy",2020,FALSE,Netflix
763,brooklyn nine-nine,"Supporting Actor, Comedy",2020,FALSE,NBC
764,the marvelous mrs. maisel,"Supporting Actor, Comedy",2020,FALSE,
765,the good place,"Supporting Actor, Comedy",2020,FALSE,NBC
766,schitt’s creek,"Supporting Actor, Comedy",2020,TRUE,Pop TV
767,the marvelous mrs. maisel,"Supporting Actor, Comedy",2020,FALSE,
768,saturday night live,"Supporting Actor, Comedy",2020,FALSE,NBC
769,the great,Directing for a Comedy Series,2020,FALSE,Hulu
770,the marvelous mrs. maisel,Directing for a Comedy Series,2020,FALSE,
771,the marvelous mrs. maisel,Directing for a Comedy Series,2020,FALSE,
772,modern family,Directing for a Comedy Series,2020,FALSE,ABC
773,ramy,Directing for a Comedy Series,2020,FALSE,Hulu
774,schitt’s creek,Directing for a Comedy Series,2020,TRUE,Pop TV
775,will & grace,Directing for a Comedy Series,2020,FALSE,NBC
776,the good place,Writing for a Comedy Series,2020,FALSE,NBC
777,the great,Writing for a Comedy Series,2020,FALSE,Hulu
778,schitt’s creek,Writing for a Comedy Series,2020,TRUE,Pop TV
779,schitt’s creek,Writing for a Comedy Series,2020,FALSE,Pop TV
780,what we do in the shadows,Writing for a Comedy Series,2020,FALSE,FX
781,what we do in the shadows,Writing for a Comedy Series,2020,FALSE,FX
782,what we do in the shadows,Writing for a Comedy Series,2020,FALSE,FX
783,black-ish,"Lead Actor, Comedy",2020,FALSE,ABC
784,black monday,"Lead Actor, Comedy",2020,FALSE,Showtime
785,the good place,"Lead Actor, Comedy",2020,FALSE,NBC
786,the kominsky method,"Lead Actor, Comedy",2020,FALSE,Netflix
787,schitt’s creek,"Lead Actor, Comedy",2020,TRUE,Pop TV
788,ramy,"Lead Actor, Comedy",2020,FALSE,Hulu
789,dead to me,"Lead Actress, Comedy",2020,FALSE,CBS
790,the marvelous mrs. maisel,"Lead Actress, Comedy",2020,FALSE,
791,dead to me,"Lead Actress, Comedy",2020,FALSE,CBS
792,schitt’s creek,"Lead Actress, Comedy",2020,TRUE,Pop TV
793,insecure,"Lead Actress, Comedy",2020,FALSE,HBO
794,black-ish,"Lead Actress, Comedy",2020,FALSE,ABC
